id,location_name,latitude,longitude,country_code,population,eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,city_or_region,connection_order,conflict_point
987,Nagasaki,32.75,129.88333,JP,410204,19,0.118125238,0.197816879,2824.587923,,,
988,Chaoyang,41.57028,120.45861,CN,410005,18,0.134308959,0.208827099,5757.923766,,,
989,Gaza,31.5,34.46667,PS,410000,13,0.188755835,0.261271762,5534.423943,,,
990,Kursk,51.73733,36.18735,RU,409431,14,0.192559873,0.302871826,5458.450778,,,
991,Al Ain,24.19167,55.76056,AE,408733,11,0.179872349,0.213698648,17674.52756,,,
992,Jeju City,33.50972,126.52194,KR,408364,18,0.125207557,0.206060625,3586.685533,,,
993,Panama,8.9936,-79.51973,PA,408168,8,0.226090436,0.288462916,7882.268326,,,
994,Shiyan,32.56667,110.78333,CN,408055,17,0.135344911,0.212783567,3836.700285,,,
995,Szczecin,53.42894,14.55302,PL,407811,15,0.181924883,0.366827174,2795.387474,,,
996,Bien Hoa,10.94469,106.82432,VN,407208,17,0.125800343,0.177034516,328.593796,,,
997,Villa Nueva,14.52694,-90.5875,GT,406830,9,0.222572385,0.305514468,750.005098,,,
998,Ribeirao das Neves,-19.76694,-44.08667,BR,406802,14,0.138429499,0.256981156,411.9820349,,,
999,Hirakata,34.81352,135.64914,JP,406331,19,0.115046802,0.186030453,194.3418358,,,
1000,Oujda-Angad,34.68139,-1.90858,MA,405253,17,0.14187643,0.24205045,439.6757813,,,
1001,Tanda,30.78847,31.00192,EG,404901,14,0.179872349,0.250057864,6199.303731,,,
1002,Newcastle,-27.75796,29.9318,ZA,404838,19,0.088518037,0.110019107,43.25305196,,,
1003,Xochimilco,19.25465,-99.10356,MX,404458,10,0.214910612,0.335311842,154.2698364,,,
1004,Nellore,14.44992,79.98697,IN,404158,14,0.154092566,0.231058825,804.1831719,,,
1005,Hsinchu,24.80361,120.96861,TW,404109,18,0.123369445,0.196932333,2123.619984,,,
1006,Jixi,45.30109,130.95718,CN,403759,18,0.125455281,0.182629329,5325.414623,,,
1007,Zanzibar,-6.16394,39.19793,TZ,403658,16,0.116351808,0.144880701,21838.79074,,,
1008,Tulsa,36.15398,-95.99277,US,403505,11,0.219972747,0.374775249,3056.294296,,,
1009,Taoyuan City,24.99368,121.29696,TW,402014,18,0.123287671,0.195755511,1406.024935,,,
1010,Tonala,20.62445,-103.23423,MX,401509,10,0.212725904,0.332806925,335.4180658,,,
1011,Kassala,15.45099,36.39998,SD,401477,14,0.147400676,0.177310261,1819.168199,,,
1012,Palma,39.56939,2.65024,ES,401270,16,0.158892875,0.296648471,2669.614109,,,
1013,Kitwe,-12.80243,28.21323,ZM,400914,18,0.100896861,0.127874152,3260.351335,,,
1014,Nasiriyah,31.05799,46.25726,IQ,400249,12,0.190821421,0.247007789,3861.746993,,,
1015,Tver,56.85836,35.90057,RU,400212,14,0.1875,0.287995385,6351.274536,,,
1016,West Jerusalem,31.78199,35.21961,IL,400000,13,0.189088445,0.26244517,5897.130383,,,
1017,Machida,35.54028,139.45083,JP,399969,19,0.111931317,0.174022602,28.19107323,,,
1018,Yangjiang,21.85563,111.96272,CN,399735,17,0.12985804,0.198760868,2637.412665,,,
1019,Khmel'nyts'kyy,49.42161,26.99653,UA,398346,14,0.193534961,0.338390202,10635.22345,,,
1020,Gifu-shi,35.42291,136.76039,JP,397714,19,0.114208523,0.184181885,164.3903257,,,
1021,Tiruppur,11.11541,77.35456,IN,397521,14,0.148112757,0.209706916,41.02685633,,,
1022,Keelung,25.12825,121.7419,TW,397515,18,0.122923734,0.194429346,1374.521078,,,
1023,Al Hoceima,35.25165,-3.93723,MA,395644,17,0.141653128,0.241994127,198.367283,,,
1024,Manchester,53.48095,-2.23743,GB,395515,16,0.160695772,0.320219038,55.50556131,,,
1025,Surrey,49.10635,-122.82509,CA,394976,14,0.139730432,0.203494735,10.49651888,,,
1026,Vila Velha,-20.32972,-40.2925,BR,394930,14,0.133427795,0.2423142,185.3273998,,,
1027,Weifang,36.71,119.10194,CN,394732,18,0.130875317,0.216886171,2461.133701,,,
1028,Fujisawa,35.34926,139.47666,JP,394624,19,0.111931317,0.174022602,28.19107323,,,
1029,Ndola,-12.95867,28.63659,ZM,394518,18,0.100889564,0.127635203,2015.453113,,,
1030,Kollam,8.88113,76.58469,IN,394163,14,0.141912513,0.195619847,4.018910816,,,
1031,Serra,-20.12861,-40.30778,BR,394153,14,0.133443552,0.242756678,210.9211287,,,
1032,Samsun,41.27976,36.3361,TR,394050,13,0.200186554,0.301965373,24486.46103,,,
1033,Tallinn,59.43696,24.75353,EE,394024,14,0.178937917,0.293437761,4400.856419,,,
1034,Bamenda,5.9597,10.14597,CM,393835,17,0.111097838,0.151620699,4942.849586,,,
1035,El Obeid,13.18421,30.21669,SD,393311,15,0.137818613,0.167504435,1979.992984,,,
1036,Bello,6.33732,-75.55795,CO,392939,9,0.213207547,0.272642576,330.7652974,,,
1037,Xinpu,34.59972,119.15944,CN,392444,18,0.130844628,0.218131294,2729.026621,,,
1038,Sandakan,5.8402,118.1179,MY,392288,19,0.103659669,0.154604802,8346.203246,,,
1039,Buraydah,26.32599,43.97497,SA,391336,12,0.187160394,0.233153256,54029.81932,,,
1040,Kandahar,31.61332,65.71013,AF,391190,12,0.190015664,0.248696411,74279.4028,,,
1041,Diadema,-23.68611,-46.62278,BR,390633,14,0.136046232,0.258569164,129.578527,,,
1042,Wichita,37.69224,-97.33754,US,389965,11,0.21336858,0.356784086,1992.706896,,,
1043,New Orleans,29.95465,-90.07507,US,389617,10,0.24098955,0.391116028,4847.900258,,,
1044,Comilla,23.46186,91.18503,BD,389411,14,0.160686517,0.233915825,11859.48362,,,
1045,Samut Prakan,13.59934,100.59675,TH,388920,16,0.133358826,0.19216259,6416.271865,,,
1046,Nampula,-15.11646,39.2666,MZ,388526,17,0.104808415,0.129436711,8833.707944,,,
1047,Arlington,32.73569,-97.10807,US,388125,11,0.218484145,0.365070235,1531.765227,,,
1048,Cleveland,41.4995,-81.69541,US,388072,11,0.214910612,0.41453294,648.5354542,,,
1049,Bissau,11.86357,-15.59767,GW,388028,20,0.083683263,0.100503169,525.9148769,,,
1050,Iloilo,10.69694,122.56444,PH,387681,19,0.106039299,0.161783723,521.5094608,,,
1051,Khamis Mushait,18.3,42.73333,SA,387553,13,0.163597983,0.197252964,78115.35429,,,
1052,Campos dos Goytacazes,-21.75227,-41.33044,BR,387417,14,0.133427795,0.24311066,51.051022,,,
1053,Resistencia,-27.46056,-58.98389,AR,387158,14,0.137469586,0.234456478,1563.611683,,,
1054,Misratah,32.37535,15.09254,LY,386120,15,0.162843635,0.248636601,150.4981305,,,
1055,Maua,-23.66778,-46.46139,BR,386069,14,0.136046232,0.258569164,129.578527,,,
1056,Abomey-Calavi,6.44852,2.35566,BJ,385755,18,0.100500702,0.137444898,2602.368078,,,
1057,Bochum,51.48165,7.21648,DE,385729,16,0.171018757,0.375643723,775.9849681,,,
1058,Sector 3,44.4234,26.16874,RO,385439,14,0.194262638,0.334922887,5103.482162,,,
1059,Toyonaka,34.78244,135.46932,JP,384459,19,0.115051546,0.18609019,191.3038007,,,
1060,Iztacalco,19.39528,-99.09778,MX,384326,10,0.214910612,0.335311842,154.2698364,,,
1061,Betim,-19.96778,-44.19833,BR,384000,14,0.138582291,0.257880861,479.7922367,,,
1062,Fukuyama,34.48333,133.36667,JP,383298,19,0.115056291,0.186269402,198.5624899,,,
1063,N'dalatando,-9.29782,14.91162,AO,383100,18,0.100827581,0.123347355,96.37923907,,,
1064,Delmas 73,18.54472,-72.30278,HT,382920,8,0.230706411,0.294115044,2408.946648,,,
1065,Pasto,1.21361,-77.28111,CO,382236,9,0.214015152,0.268484338,11496.525,,,
1066,Batman,37.88738,41.13221,TR,381990,12,0.199200343,0.281237232,32918.56754,,,
1067,Wellington,-41.28664,174.77557,NZ,381900,1,1,1,0,,,
1068,Las Palmas de Gran Canaria,28.09973,-15.41343,ES,381847,18,0.12078445,0.164285655,1.967352532,,,
1069,Caxias do Sul,-29.16806,-51.17944,BR,381270,15,0.127784688,0.240653835,312.7520978,,,
1070,Nizhniy Tagil,57.91944,59.965,RU,381116,14,0.182496075,0.22539617,79818.59841,,,
1071,Bochum-Hordel,51.50168,7.1756,DE,380000,16,0.171018757,0.375643723,775.9849681,,,
1072,Dezhou,37.45127,116.31046,CN,379555,18,0.130562965,0.211689038,1083.433912,,,
1073,Krugersdorp,-26.08577,27.77515,ZA,378821,19,0.088684043,0.112452116,3184.188012,,,
1074,Panihati,22.69089,88.37404,IN,378705,14,0.161206448,0.240836517,8293.015826,,,
1075,Shibganj,25.00146,89.32266,BD,378701,14,0.160779116,0.237401631,3751.177675,,,
1076,Toyohashi,34.76667,137.38333,JP,378374,19,0.114059115,0.181800079,116.2781001,,,
1077,Zhoukou,33.63333,114.63333,CN,377061,17,0.135207172,0.213112121,1204.113157,,,
1078,Laval,45.56995,-73.692,CA,376845,12,0.186437882,0.342224329,12.34442117,,,
1079,Huancayo,-12.06513,-75.20486,PE,376657,11,0.177868723,0.220601591,8659.306844,,,
1080,Makiyivka,48.04782,37.92576,UA,376610,13,0.200344679,0.304584266,11327.22016,,,
1081,Putian,25.43944,119.01028,CN,376558,17,0.126679985,0.202760942,3143.93788,,,
1082,Kahramanmaras,37.5847,36.92641,TR,376045,13,0.195378151,0.286064273,5414.093478,,,
1083,Minato,34.2152,135.1501,JP,375339,19,0.115032572,0.185612293,174.7294601,,,
1084,Tirana,41.3275,19.81889,AL,374801,14,0.184280053,0.327877128,8067.70927,,,
1085,Sao Jose do Rio Preto,-20.81972,-49.37944,BR,374699,14,0.139920753,0.265689542,760.2986021,,,
1086,Kaunas,54.90272,23.90961,LT,374643,15,0.18226955,0.331284342,6055.402227,,,
1087,Bakersfield,35.37329,-119.01871,US,373640,12,0.167209234,0.255145545,663.3194898,,,
1088,Zhangjiakou Shi Xuanhua Qu,40.61028,115.04472,CN,373422,17,0.139486051,0.20684048,28543.50472,,,
1089,Seremban,2.7297,101.9381,MY,372917,17,0.118330647,0.163214318,5503.33961,,,
1090,Stoke-on-Trent,53.00415,-2.18538,GB,372775,16,0.160973921,0.324036243,27.16268587,,,
1091,Pingxiang,27.61672,113.85353,CN,372123,17,0.130850764,0.215402774,6185.124039,,,
1092,Van,38.49457,43.38323,TR,371713,12,0.200907323,0.279127786,34985.4655,,,
1093,Honolulu,21.30694,-157.85833,US,371657,1,1,1,0,,,
1094,Abadan,30.3392,48.3043,IR,370180,12,0.191541947,0.24161342,1826.023612,,,
1095,Fenghuang,27.93557,109.59961,CN,370000,16,0.136163982,0.214495881,62937.13133,,,
1096,Puerto La Cruz,10.21667,-64.61667,VE,370000,9,0.20906568,0.254623543,2048.500445,,,
1097,Brno,49.19522,16.60796,CZ,369559,15,0.185406699,0.384700674,5410.686602,,,
1098,Mahilyow,53.9168,30.3449,BY,369200,14,0.192972749,0.321024059,26274.43083,,,
1099,Natore,24.41112,88.98673,BD,369138,14,0.160973921,0.239492431,5052.558614,,,
1100,Tampa,27.94752,-82.45843,US,369075,10,0.233230134,0.362487709,1611.967742,,,
1101,Sector 6,44.43579,26.01649,RO,367760,14,0.193763456,0.334363918,4017.071776,,,
1102,Canberra,-35.28346,149.12807,AU,367752,2,0.974358974,0.986842105,29.1885763,,,
1103,Nara-shi,34.68505,135.80485,JP,367353,19,0.115037315,0.18567203,165.9261233,,,
1104,Ahmadnagar,19.09457,74.73843,IN,367140,13,0.167567568,0.251059057,3050.471273,,,
1105,Dhulia,20.9013,74.77737,IN,366980,13,0.169193451,0.258751496,2929.070876,,,
1106,Olinda,-8.00889,-34.85528,BR,366754,13,0.141214696,0.210842417,13.518657,,,
1107,Kenitra,34.26101,-6.5802,MA,366570,17,0.13803681,0.220377112,18.33694154,,,
1108,Bydgoszcz,53.1235,18.00762,PL,366452,15,0.184584849,0.364012765,4518.951492,,,
1109,Kuantan,3.8077,103.326,MY,366229,17,0.118426079,0.163955486,4754.105334,,,
1110,Bologna,44.49381,11.33875,IT,366133,15,0.176103011,0.370839991,2522.091391,,,
1111,San Miguel Xico Viejo,19.27022,-98.93588,MX,365777,10,0.216309342,0.33873367,242.4001029,,,
1112,Cheonan,36.8065,127.1522,KR,365114,18,0.1249888,0.207157229,1945.236441,,,
1113,Petare,10.47226,-66.80155,VE,364684,8,0.211610487,0.266384324,690.8311413,,,
1114,Larkana,27.55898,68.21204,PK,364033,12,0.182747102,0.254001355,11053.21593,,,
1115,Al Qadarif,14.03493,35.38344,SD,363945,14,0.147705013,0.177626442,4227.464382,,,
1116,Christchurch,-43.53333,172.63333,NZ,363926,1,1,1,0,,,
1117,Stavropol',45.0428,41.9734,RU,363064,13,0.199271481,0.288367916,13122.27839,,,
1118,Villahermosa,17.98689,-92.93028,MX,362401,9,0.226862076,0.338679941,5393.284199,,,
1119,Toyota,35.08333,137.15,JP,362383,19,0.114199173,0.183823462,158.8367898,,,
1120,Manukau City,-36.99282,174.87986,NZ,362000,1,1,1,0,,,
1121,Zhaoqing,23.05116,112.45972,CN,361969,17,0.129882221,0.200785958,2203.562282,,,
1122,Atasehir,40.9833,29.1167,TR,361615,14,0.191069716,0.309167444,4123.67372,,,
1123,Bhagalpur,25.24446,86.97183,IN,361548,14,0.161225079,0.245115831,10619.67319,,,
1124,Sheikhupura,31.71306,73.97833,PK,361303,13,0.182043586,0.257254085,6447.027926,,,
1125,Carapicuiba,-23.52272,-46.835,BR,361112,14,0.139179702,0.262394135,220.3275576,,,
1126,Wuppertal,51.27027,7.16755,DE,360797,16,0.171008275,0.375464512,758.6163486,,,
1127,Tamale,9.40079,-0.8393,GH,360579,18,0.100233519,0.133355036,8625.644892,,,
1128,Ulan-Ude,51.82721,107.60627,RU,360278,16,0.147736299,0.18151065,55752.79675,,,
1129,Nagano,36.65,138.18333,JP,360176,19,0.114035805,0.181083233,103.4471913,,,
1130,Bobo-Dioulasso,11.17715,-4.2979,BF,360106,19,0.09175217,0.118761611,907.0422309,,,
1131,Lublin,51.25,22.56667,PL,360044,14,0.18957668,0.35580357,12761.66318,,,
1132,Aurora,39.72943,-104.83192,US,359407,12,0.192537059,0.30700309,2859.628922,,,
1133,Coventry,52.40656,-1.51217,GB,359262,16,0.161327628,0.328399615,34.51560317,,,
1134,Halifax,44.64533,-63.57239,CA,359111,12,0.173765954,0.276936719,262.2172717,,,
1135,Anqing,30.51365,117.04723,CN,358661,17,0.133352452,0.216728379,9643.633399,,,
1136,Taraz,42.9,71.36667,KZ,358153,13,0.181853735,0.225927778,2317.959322,,,
1137,San Jose del Monte,14.81389,121.04528,PH,357828,19,0.110481923,0.170436975,1084.652842,,,
1138,Manizales,5.06889,-75.51738,CO,357814,9,0.214624881,0.272640469,641.4593115,,,
1139,Kwangmyong,37.47722,126.86639,KR,357545,18,0.127246192,0.208796406,2691.841601,,,
1140,Zanjan,36.67642,48.49628,IR,357471,12,0.196230131,0.260924219,18892.29781,,,
1141,Iwaki,37.05,140.88333,JP,357309,20,0.106451982,0.16464282,4.294238302,,,
1142,Bacoor,14.45903,120.92903,PH,356974,19,0.110486298,0.170616186,1201.595645,,,
1143,Asahikawa,43.77063,142.36489,JP,356612,19,0.112622613,0.161108856,196.5234003,,,
1144,Kimhae,35.23417,128.88111,KR,356242,18,0.1249888,0.207515652,13214.46669,,,
1145,Arkhangel'sk,64.5401,40.5433,RU,356051,14,0.174266084,0.239816248,1672.87526,,,
1146,Ambon,-3.69583,128.18333,ID,355596,21,0.088123816,0.114745043,1045.418072,,,
1147,Samarinda,-0.49167,117.14583,ID,355160,19,0.100475367,0.141168381,2627.132902,,,
1148,Benito Juarez,19.3984,-99.15766,MX,355017,10,0.214910612,0.335311842,154.2698364,,,
1149,Bilbao,43.26271,-2.92528,ES,354860,16,0.154092566,0.296997963,531.2541932,,,
1150,Mazatlan,23.2329,-106.4062,MX,354717,11,0.198628933,0.323552848,986.8276614,,,
1151,Santiago del Estero,-27.79511,-64.26149,AR,354692,13,0.148060797,0.223745429,3611.672308,,,
1152,Takatsuki,34.84833,135.61678,JP,354468,19,0.115046802,0.186030453,194.3418358,,,
1153,Thessaloniki,40.64361,22.93086,GR,354290,14,0.185357428,0.316195333,3802.182148,,,
1154,Miguel Hidalgo,19.43411,-99.20024,MX,353534,10,0.214910612,0.335311842,154.2698364,,,
1155,Barinas,8.62261,-70.20749,VE,353442,9,0.212047288,0.269046917,1150.759106,,,
1156,Neiva,2.9273,-75.28189,CO,352855,9,0.222003929,0.28014363,14933.15472,,,
1157,Okazaki,34.95,137.16667,JP,352361,19,0.114189825,0.183465039,152.3046729,,,
1158,Bandar Abbas,27.1865,56.2808,IR,352173,11,0.186459935,0.226730309,67934.89102,,,
1159,Vinnytsya,49.23278,28.48097,UA,352115,14,0.194032965,0.333947594,5680.73785,,,
1160,Ciudad Apodaca,25.78195,-100.18839,MX,352064,10,0.222178529,0.367998666,2336.560038,,,
1161,Anshun,26.25,105.93333,CN,351936,16,0.134932534,0.202562531,3175.645965,,,
1162,Suita,34.76143,135.51567,JP,351630,19,0.115042058,0.185851242,177.3659777,,,
1163,Ixtapaluca,19.31556,-98.88284,MX,351001,10,0.216309342,0.33873367,242.4001029,,,
1164,Wakayama,34.23333,135.16667,JP,351000,19,0.115032572,0.185612293,174.7294601,,,
1165,Anaheim,33.83529,-117.9145,US,350742,12,0.167159763,0.25485056,45.48016918,,,
1166,Hualien City,23.97694,121.60444,TW,350468,18,0.122626582,0.195930467,6857.331375,,,
1167,Lapu-Lapu City,10.31028,123.94944,PH,350467,19,0.10604333,0.161694117,868.8650088,,,
1168,Punasa,22.23507,76.39335,IN,350000,13,0.170913992,0.26516556,2116.470395,,,
1169,Diepsloot,-25.93312,28.01213,ZA,350000,19,0.088689681,0.112691065,3538.764677,,,
1170,Muzaffarnagar,29.47091,77.70332,IN,349706,13,0.178104054,0.261795247,4275.760424,,,
1171,Nuevo Laredo,27.47629,-99.51639,MX,349550,10,0.224696759,0.374385096,2776.061866,,,
1172,Florence,43.77925,11.24626,IT,349296,15,0.17556003,0.36477667,2210.937481,,,
1173,Sanandaj,35.31495,46.99883,IR,349176,12,0.194370907,0.258003072,2881.201331,,,
1174,Latur,18.39721,76.56784,IN,348967,13,0.164514417,0.250200291,1738.476003,,,
1175,Campina Grande,-7.23056,-35.88111,BR,348936,13,0.142227816,0.213178771,42.46425352,,,
1176,Etobicoke,43.65421,-79.56711,CA,347948,11,0.207835203,0.38972468,138.5627385,,,
1177,Camaguey,21.38083,-77.91694,CU,347562,9,0.231036598,0.314720466,2870.939469,,,
1178,London,42.98339,-81.23304,CA,346765,11,0.210820896,0.403485742,429.4114406,,,
1179,Chifeng,42.26833,118.96361,CN,346654,18,0.133941431,0.203540361,2122.688592,,,
1180,Hungnam,39.83167,127.61861,KP,346082,19,0.124077204,0.201560021,3802.744197,,,
1181,Astana,51.1801,71.44598,KZ,345604,13,0.187474802,0.222795611,42905.6204,,,
1182,Sector 2,44.4528,26.13321,RO,345370,14,0.19375,0.334184706,3942.06966,,,
1183,Belgorod,50.61074,36.58015,RU,345289,14,0.192652948,0.302775819,4646.858894,,,
1184,Kosti,13.1629,32.66347,SD,345068,14,0.146264744,0.1779984,21385.57985,,,
1185,Taihecun,45.76347,130.85048,CN,345033,18,0.12543836,0.182091695,3374.926218,,,
1186,Doha,25.27932,51.52245,QA,344939,11,0.183046844,0.222707024,1987.995822,,,
1187,Turmero,10.22856,-67.47421,VE,344700,8,0.212087087,0.270145386,1094.438434,,,
1188,Tlahuac,19.28689,-99.00507,MX,344106,10,0.216267943,0.338291193,181.5101945,,,
1189,Cuernavaca,18.9261,-99.23075,MX,343769,10,0.211452096,0.32835019,118.3715004,,,
1190,Kurgan,55.45,65.33333,RU,343129,14,0.181865589,0.219325259,18851.84772,,,
1191,Rangpur,25.74664,89.25166,BD,343122,14,0.160806916,0.237939265,5741.343465,,,
1192,Bhimbar,32.97465,74.07846,PK,342900,13,0.181652451,0.254171648,4606.010735,,,
1193,Vitebsk,55.1904,30.2049,BY,342700,14,0.191620879,0.314594634,19354.36874,,,
1194,Soledad,10.91843,-74.76459,CO,342556,8,0.227044404,0.293447113,7439.672105,,,
1195,Shiqi,22.51682,113.38521,CN,342306,17,0.130021437,0.201664094,10264.84859,,,
1196,Piracicaba,-22.72528,-47.64917,BR,342209,14,0.139420111,0.264754017,289.3680496,,,
1197,Zurich,47.36667,8.55,CH,341730,15,0.176750079,0.38461538,2061.004082,,,
1198,Kukatpalli,17.48486,78.41376,IN,341709,13,0.163167437,0.248962038,1179.932404,,,
1199,Jhang Sadr,31.26981,72.31687,PK,341210,12,0.18556701,0.25915084,11106.86767,,,
1200,Arusha,-3.36667,36.68333,TZ,341136,16,0.116405207,0.146093366,3459.886418,,,
1201,Ambattur,13.09818,80.16152,IN,341049,14,0.152550714,0.222700174,396.7525026,,,
1202,Koriyama,37.4,140.38333,JP,340560,20,0.111546458,0.171628951,9.27113885,,,
1203,Plovdiv,42.15,24.75,BG,340494,14,0.191739399,0.326449675,8612.446731,,,
1204,Chitungwiza,-18.01274,31.07555,ZW,340360,18,0.097016482,0.123751274,24774.0093,,,
1205,Kashiwa,35.86224,139.97732,JP,340221,20,0.109955072,0.171686002,19.50266268,,,
1206,Latakia,35.53168,35.79011,SY,340181,13,0.190625854,0.274722371,2575.918265,,,
1207,Aksu,41.18418,80.27921,CN,340020,13,0.173669468,0.212234457,5217.966847,,,
1208,Irapuato,20.67675,-101.35628,MX,339554,10,0.21336858,0.335830524,512.5047017,,,
1209,Tokorozawa,35.79916,139.46903,JP,339435,19,0.111931317,0.174022602,28.19107323,,,
1210,Corrientes,-27.4806,-58.8341,AR,339067,14,0.137536514,0.235931404,1722.942353,,,
1211,Kaluga,54.5293,36.27542,RU,338978,14,0.190067443,0.296872753,6808.602456,,,
1212,Macapa,0.03889,-51.06639,BR,338936,11,0.173979985,0.212764242,28994.30987,,,
1213,West Raleigh,35.78682,-78.66389,US,338759,10,0.228744939,0.407880671,2745.286873,,,
1214,Nice,43.70313,7.26608,FR,338620,15,0.17261647,0.362091821,8389.481552,,,
1215,Kaesong,37.97083,126.55444,KP,338155,18,0.127234586,0.208437983,2444.143785,,,
1216,Ciudad Bolivar,8.12923,-63.54086,VE,338000,9,0.207682411,0.250120452,11293.47766,,,
1217,Kawagoe,35.90861,139.48528,JP,337931,19,0.111931317,0.174022602,28.19107323,,,
1218,Tungi,23.89154,90.40232,BD,337579,14,0.159255665,0.232915655,2754.703316,,,
1219,Krasnogvargeisky,59.97305,30.47607,RU,337091,14,0.180290792,0.276199123,910.7284363,,,
1220,Bellary,15.14205,76.92398,IN,336681,14,0.15704154,0.234876869,1188.474955,,,
1221,Itaquaquecetuba,-23.48611,-46.34833,BR,336679,14,0.139094042,0.260771716,155.431267,,,
1222,Simferopol,44.95719,34.11079,UA,336460,13,0.20208605,0.319323219,26117.16266,,,
1223,Kochi,33.55,133.53333,JP,335570,19,0.115878224,0.18925185,911.7839948,,,
1224,Sunderland,54.90465,-1.38222,GB,335415,16,0.160473945,0.318187975,58.57414332,,,
1225,Santa Ana,33.74557,-117.86783,US,335400,12,0.167159763,0.25485056,45.48016918,,,
1226,Bauru,-22.31472,-49.06056,BR,335024,14,0.139868796,0.266427005,637.3350307,,,
1227,San Jose,9.93333,-84.08333,CR,335007,8,0.219887138,0.283749473,5831.086739,,,
1228,Alicante,38.34517,-0.48149,ES,334757,16,0.152392397,0.273228548,283.5235731,,,
1229,Takamatsu,34.33333,134.05,JP,334223,19,0.115051546,0.18609019,193.4818553,,,
1230,Tieling,42.29306,123.84139,CN,333907,18,0.132127297,0.201068523,6529.659251,,,
1231,Qazvin,36.26877,50.0041,IR,333635,12,0.194181514,0.255171531,5328.899404,,,
1232,Muzaffarpur,26.12259,85.39055,IN,333200,14,0.166587055,0.254317047,17712.52542,,,
1233,Kamarhati,22.67111,88.37472,IN,332965,14,0.16117851,0.240537831,7272.365651,,,
1234,Wad Medani,14.40118,33.51989,SD,332714,14,0.148435837,0.178453375,50831.9079,,,
1235,Jincheng,35.50222,112.83278,CN,332650,17,0.135951662,0.214408246,5662.040771,,,
1236,Montes Claros,-16.735,-43.86167,BR,332379,14,0.138141809,0.252202394,464.6618278,,,
1237,Bielefeld,52.03333,8.53333,DE,331906,15,0.175991926,0.380810123,1477.665562,,,
1238,Bujumbura,-3.3822,29.3644,BI,331700,16,0.118385879,0.14998581,21208.26624,,,
1239,Mandaue City,10.32361,123.92222,PH,331320,19,0.10604333,0.161694117,868.8650088,,,
1240,Khorramshahr,30.44079,48.18428,IR,330606,12,0.191924056,0.24238403,1952.513654,,,
1241,Mathura,27.5035,77.67215,IN,330511,13,0.173259641,0.26499474,3354.348513,,,
1242,Khorramabad,33.48778,48.35583,IR,329825,12,0.197033898,0.255379421,9479.939773,,,
1243,Soyapango,13.71024,-89.13989,SV,329708,8,0.232845662,0.307352507,4124.385212,,,
1244,Patiala,30.33625,76.3922,IN,329224,13,0.178047224,0.258718783,4689.906496,,,
1245,Wonsan,39.15278,127.44361,KP,329207,19,0.124598071,0.204286596,4012.890012,,,
1246,Pavlodar,52.28333,76.96667,KZ,329002,14,0.171597269,0.19899051,10283.81996,,,
1247,Cordoba,37.89155,-4.77275,ES,328428,17,0.143814433,0.253900175,269.6938335,,,
1248,Chanda,19.95076,79.29523,IN,328351,13,0.167799362,0.266051972,5431.318434,,,
1249,Canoas,-29.91778,-51.18361,BR,328291,15,0.125639315,0.234145083,209.2610742,,,
1250,Sochi,43.59917,39.72569,RU,327608,13,0.200373456,0.296372695,30219.79527,,,
1251,Chongjin,41.79556,129.77583,KP,327000,19,0.122923734,0.196161205,9228.789148,,,
1252,Yanji,42.9075,129.50778,CN,326957,19,0.122664322,0.187678528,2240.214526,,,
1253,Bhilwara,25.34707,74.64081,IN,326431,13,0.176783678,0.270052486,3649.272139,,,
1254,Tetouan,35.57845,-5.36837,MA,326261,17,0.141516612,0.240936779,153.534198,,,
1255,Akita,39.71667,140.1,JP,325837,19,0.113673403,0.170810455,63.79196984,,,
1256,Mogi das Cruzes,-23.52278,-46.18833,BR,325746,14,0.136046232,0.25886415,155.9423218,,,
1257,Toyama,36.7,137.21667,JP,325532,19,0.114203848,0.184390965,202.9978599,,,
1258,Piura,-5.19449,-80.63282,PE,325466,10,0.191428087,0.231636817,2084.885076,,,
1259,Birkenhead,53.39337,-3.01479,GB,325264,16,0.159219312,0.315689614,43.39747853,,,
1260,Trichur,10.51667,76.21667,IN,325110,14,0.147908604,0.207556378,28.88938813,,,
1261,Brahmapur,19.31151,84.7929,IN,324726,14,0.158522727,0.242351707,1423.430867,,,
1262,Sao Vicente,-23.96306,-46.39194,BR,324457,14,0.136013481,0.257979194,113.8704934,,,
1263,Orel,52.96508,36.07849,RU,324200,14,0.192666252,0.303481145,6098.746841,,,
1264,Corpus Christi,27.80058,-97.39638,US,324074,10,0.227822581,0.377998666,6792.378633,,,
1265,Suizhou,31.71111,113.36306,CN,323945,17,0.13600468,0.217775887,7984.506523,,,
1266,Posadas,-27.36708,-55.89608,AR,323739,14,0.138158699,0.244928454,1645.179063,,,
1267,Al 'Amarah,31.83561,47.14483,IQ,323302,12,0.195268757,0.250469027,2449.294004,,,
1268,Volzhskiy,48.78583,44.77973,RU,323293,13,0.199129256,0.285811011,9076.596634,,,
1269,Riverside,33.95335,-117.39616,US,322424,12,0.172941537,0.269533451,175.5364678,,,
1270,Villavicencio,4.142,-73.62664,CO,321717,9,0.219887138,0.27834738,5846.932251,,,
1271,Jundiai,-23.18639,-46.88417,BR,321589,14,0.139196847,0.262836613,223.1093924,,,
1272,San Miguelito,9.05032,-79.47068,PA,321501,8,0.226090436,0.288462916,7882.268326,,,
