id,location_name,latitude,longitude,country_code,population,eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,city_or_region,connection_order,conflict_point
1,Shanghai,31.22222,121.45806,CN,22315474,18,0.128802918,0.218922152,10311.9932,,,
2,Buenos Aires,-34.61315,-58.37723,AR,13076300,14,0.133254717,0.210080831,100.7195935,,,
3,Mumbai,19.07283,72.88261,IN,12691836,13,0.16472811,0.241617173,1537.410837,,,
4,Mexico City,19.42847,-99.12766,MX,12294193,10,0.214910612,0.335311842,154.2698364,,,
5,Beijing,39.9075,116.39723,CN,11716620,18,0.134926008,0.209764119,2176.67027,,,
6,Karachi,24.8608,67.0104,PK,11624219,12,0.179941954,0.242972596,14898.4891,,,
7,Istanbul,41.01384,28.94966,TR,11174257,14,0.191528798,0.311019296,4591.12173,,,
8,Tianjin,39.14222,117.17667,CN,11090314,18,0.13512859,0.21352756,4194.502572,,,
9,Guangzhou,23.11667,113.25,CN,11071424,17,0.129997204,0.202100175,2499.012805,,,
10,Delhi,28.65195,77.23149,IN,10927986,13,0.172584436,0.260639902,1843.59981,,,
11,Moscow,55.75222,37.61556,RU,10381222,14,0.188832487,0.290313613,4216.976102,,,
12,Shenzhen,22.54554,114.0683,CN,10358381,17,0.126473255,0.197626107,2189.539499,,,
13,Dhaka,23.7104,90.40744,BD,10356500,14,0.159219312,0.232557232,2329.165466,,,
14,Seoul,37.566,126.9784,KR,10349312,18,0.127234586,0.208437983,2586.949727,,,
15,Sao Paulo,-23.5475,-46.63611,BR,10021295,14,0.139162562,0.261951657,178.0081872,,,
16,Wuhan,30.58333,114.26667,CN,9785388,17,0.135063175,0.218051518,5354.132073,,,
17,Lagos,6.45407,3.39467,NG,9000000,18,0.100765675,0.139284802,2703.177055,,,
18,Jakarta,-6.21462,106.84513,ID,8540121,19,0.102671671,0.13852381,594.6192047,,,
19,Tokyo,35.6895,139.69171,JP,8336599,19,0.111926826,0.173843391,26.03971419,,,
20,New York City,40.71427,-74.00597,US,8175133,11,0.205978855,0.372866273,135.5568159,,,
21,Dongguan,23.01797,113.74866,CN,8000000,17,0.130179171,0.202996233,3621.382957,,,
22,Taipei,25.04776,121.53185,TW,7871900,18,0.123287671,0.195755511,1406.024935,,,
23,Kinshasa,-4.32758,15.31357,CD,7785965,18,0.101116266,0.127451298,1581.813181,,,
24,Lima,-12.04318,-77.02824,PE,7737002,11,0.177032743,0.216781532,3092.975787,,,
25,Cairo,30.06263,31.24967,EG,7734614,14,0.178525723,0.244251413,2514.412548,,,
26,Bogota,4.60971,-74.08175,CO,7674366,9,0.219887138,0.27834738,5846.932251,,,
27,London,51.50853,-0.12574,GB,7556900,16,0.162473795,0.342640953,119.2484985,,,
28,Chongqing,29.56278,106.55278,CN,7457600,16,0.137709773,0.203947101,2161.191957,,,
29,Chengdu,30.66667,104.06667,CN,7415590,16,0.142412332,0.209875192,39808.49304,,,
30,Baghdad,33.34058,44.40088,IQ,7216000,12,0.19654808,0.264650732,10299.15544,,,
31,Nanjing,32.06167,118.77778,CN,7165292,17,0.133193297,0.220097554,22708.81418,,,
32,Tehran,35.69439,51.42151,IR,7153309,11,0.197550096,0.255152304,66256.66078,,,
33,Nanchong,30.79508,106.08473,CN,7150000,16,0.138695566,0.204690415,3280.42822,,,
34,Hong Kong,22.27832,114.17469,HK,7012738,17,0.126301494,0.196909261,2991.334554,,,
35,Xi'an,34.25833,108.92861,CN,6501190,17,0.135122046,0.208601966,2203.489786,,,
36,Lahore,31.558,74.35071,PK,6310888,13,0.182079227,0.257672245,8180.465798,,,
37,Shenyang,41.79222,123.43278,CN,6255921,18,0.13256046,0.203789977,6956.581838,,,
38,Hangzhou,30.29365,120.16142,CN,6241971,18,0.128595133,0.213725019,3116.582808,,,
39,Rio de Janeiro,-22.90278,-43.2075,BR,6023699,14,0.133870395,0.249025115,93.51184008,,,
40,Harbin,45.75,126.65,CN,5878939,18,0.125647377,0.182308029,263.237911,,,
41,Tai'an,36.18528,117.12,CN,5499000,18,0.131189166,0.215530564,1921.202854,,,
42,Suzhou,31.30408,120.59538,CN,5345961,18,0.130795556,0.220950021,9135.142388,,,
43,Shantou,23.36814,116.71479,CN,5329024,17,0.126720262,0.202291579,18223.69174,,,
44,Bangkok,13.75398,100.50144,TH,5104476,16,0.133358826,0.19216259,6416.271865,,,
45,Bengaluru,12.97194,77.59369,IN,5104047,14,0.151572771,0.221270038,183.0624943,,,
46,Saint Petersburg,59.93863,30.31413,RU,5028000,14,0.180290792,0.276199123,910.7284363,,,
47,Santiago,-33.45694,-70.64827,CL,4837295,14,0.132132834,0.190686988,297.1747847,,,
48,Kolkata,22.56263,88.36304,IN,4631392,14,0.16117851,0.240537831,7272.365651,,,
49,Sydney,-33.86785,151.20732,AU,4627345,2,0.95,0.973684211,16.82324017,,,
50,Yangon,16.80528,96.15611,MM,4477638,15,0.144950125,0.202248811,7324.822299,,,
51,Jinan,36.66833,116.99722,CN,4335989,18,0.131201505,0.215650038,2014.931658,,,
52,Chennai,13.08784,80.27847,IN,4328063,14,0.152559055,0.222879386,438.100366,,,
53,Zhengzhou,34.75778,113.64861,CN,4253913,17,0.135971539,0.214706931,4497.484401,,,
54,Melbourne,-37.814,144.96332,AU,4246375,2,0.76,0.842105263,1.203159633,,,
55,Riyadh,24.68773,46.72185,SA,4205961,12,0.182043586,0.224194816,282385.8717,,,
56,Changchun,43.88,125.32278,CN,4193073,18,0.131417805,0.195746938,4697.248385,,,
57,Dalian,38.91222,121.60222,CN,4087733,18,0.130556855,0.212693476,4373.626821,,,
58,Los Angeles,34.05223,-118.24368,US,3971883,12,0.167159763,0.25485056,45.48016918,,,
59,Chittagong,22.3384,91.83168,BD,3920222,15,0.154767848,0.229548368,16011.06749,,,
60,Kunming,25.03889,102.71833,CN,3855346,16,0.14236873,0.209123434,30661.91124,,,
61,Alexandria,31.21564,29.95527,EG,3811516,14,0.181416217,0.255237076,34157.15284,,,
62,Ahmedabad,23.02579,72.58727,IN,3719710,13,0.174724449,0.263936682,6272.30267,,,
63,Qingdao,36.06488,120.38042,CN,3718835,18,0.13015488,0.215748208,3573.678324,,,
64,Busan,35.10278,129.04028,KR,3678555,19,0.122572709,0.20580154,8756.068315,,,
65,Abidjan,5.30966,-4.01266,CI,3677115,19,0.091758206,0.118970691,1095.609103,,,
66,Kano,12.00012,8.51672,NG,3626068,17,0.110815427,0.149858453,4242.804426,,,
67,Foshan,23.02677,113.13148,CN,3600000,17,0.129966926,0.201682015,2455.780696,,,
68,Hyderabad,17.38405,78.45636,IN,3597816,13,0.163157895,0.248782826,1070.885635,,,
69,Puyang,29.45679,119.88872,CN,3590000,18,0.124320471,0.207192237,2068.31845,,,
70,Yokohama,35.43333,139.65,JP,3574443,19,0.111931317,0.174022602,28.19107323,,,
71,Ibadan,7.37756,3.90591,NG,3565108,18,0.100769314,0.139464013,2440.90592,,,
72,Singapore,1.28967,103.85007,SG,3547809,18,0.113271893,0.157770231,11948.89648,,,
73,Wuxi,31.56887,120.28857,CN,3543719,18,0.130813953,0.221487656,14013.31974,,,
74,Xiamen,24.47979,118.08187,CN,3531347,17,0.126749046,0.203181663,3930.171397,,,
75,Ankara,39.91987,32.85427,TR,3517182,13,0.197802198,0.304488931,19666.65662,,,
76,Tianshui,34.57952,105.74238,CN,3500000,16,0.138105138,0.203963962,7153.799422,,,
77,Ningbo,29.87819,121.54945,CN,3491597,18,0.124492437,0.21198913,7293.825692,,,
78,Ho Chi Minh City,10.82302,106.62965,VN,3467331,17,0.125800343,0.177034516,328.593796,,,
79,Shiyan,32.6475,110.77806,CN,3460000,17,0.135338346,0.212604356,3737.560606,,,
80,Cape Town,-33.92584,18.42322,ZA,3433441,21,0.075442107,0.088517619,6.441190476,,,
81,Taiyuan,37.86944,112.56028,CN,3426519,17,0.141108638,0.211885709,35709.69607,,,
82,Berlin,52.52437,13.41053,DE,3426354,15,0.181652451,0.376282619,1943.774979,,,
83,Tangshan,39.63333,118.18333,CN,3372102,18,0.135069713,0.212631503,4514.973492,,,
84,Hefei,31.86389,117.28083,CN,3310268,17,0.132793908,0.212749884,3451.430872,,,
85,Madrid,40.4165,-3.70256,ES,3255944,16,0.151186735,0.270603216,159.6414914,,,
86,Pyongyang,39.03385,125.75432,KP,3222000,18,0.128199237,0.20918025,8550.615209,,,
87,Casablanca,33.58831,-7.61138,MA,3144909,17,0.133845047,0.211631456,792.4913347,,,
88,Zibo,36.79056,118.06333,CN,3129228,18,0.13080782,0.215751165,1916.926557,,,
89,Zhongshan,21.31992,110.5723,CN,3121275,17,0.12911287,0.193614331,933.1874866,,,
90,Durban,-29.8579,31.0292,ZA,3120282,20,0.081555101,0.100983133,0.271264368,,,
91,Changsha,28.19874,112.97087,CN,3093980,17,0.130887596,0.216478043,7638.486303,,,
92,Kabul,34.52813,69.17233,AF,3043532,12,0.189203852,0.250457093,59017.72145,,,
93,UEruemqi,43.80096,87.60046,CN,3029372,14,0.165196282,0.191980574,5022.863372,,,
94,Caracas,10.48801,-66.87919,VE,3000000,8,0.211689771,0.266974294,743.372654,,,
95,Pune,18.51957,73.85535,IN,2935744,13,0.167135925,0.247409544,4393.015117,,,
96,Surat,21.19594,72.83023,IN,2894504,13,0.168488435,0.251117515,1359.638441,,,
97,Jeddah,21.54238,39.19797,SA,2867446,13,0.168732991,0.205818277,157868.7967,,,
98,Shijiazhuang,38.04139,114.47861,CN,2834942,17,0.137920807,0.211762253,2583.439074,,,
99,Kanpur,26.46523,80.34975,IN,2823249,13,0.173680279,0.267901522,19569.07217,,,
100,Kiev,50.45466,30.5238,UA,2797553,14,0.191634041,0.323338766,4796.242863,,,
101,Luanda,-8.83682,13.23432,AO,2776168,18,0.100765675,0.122630509,33.99233653,,,
102,Quezon City,14.6488,121.0509,PH,2761720,19,0.110486298,0.170616186,1201.595645,,,
103,Addis Ababa,9.02497,38.74689,ET,2757729,15,0.137215364,0.167890593,4914.414459,,,
104,Nairobi,-1.28333,36.81667,KE,2750547,16,0.11774636,0.148035961,4890.558978,,,
105,Chicago,41.85003,-87.65005,US,2720546,11,0.214869747,0.387482793,470.9810566,,,
106,Salvador,-12.97111,-38.51083,BR,2711840,13,0.145132289,0.233724493,408.0474299,,,
107,Jaipur,26.91962,75.78781,IN,2711758,13,0.178537147,0.272100475,5530.388821,,,
108,Dar es Salaam,-6.82349,39.26951,TZ,2698652,17,0.106464169,0.134310345,358.8102983,,,
109,Lanzhou,36.05701,103.83987,CN,2628426,17,0.141344546,0.197491188,3612.943436,,,
110,Incheon,37.45646,126.70515,KR,2628000,18,0.1272578,0.209035355,2641.682551,,,
111,Yunfu,22.92833,112.03954,CN,2612800,17,0.130209549,0.201676042,7809.132181,,,
112,Basrah,30.50852,47.7804,IQ,2600000,12,0.192307692,0.243106849,2186.091171,,,
113,Toronto,43.70011,-79.4163,CA,2600000,11,0.207796984,0.389282203,132.2642046,,,
114,Navi Mumbai,19.03681,73.01582,IN,2600000,13,0.164747564,0.241975596,1951.867431,,,
115,Osaka,34.69374,135.50218,JP,2592413,19,0.115042058,0.185851242,177.3659777,,,
116,Mogadishu,2.03711,45.34375,SO,2587183,15,0.127589518,0.15050068,4851.251838,,,
117,Daegu,35.87028,128.59111,KR,2566540,18,0.124977603,0.207157229,8834.80865,,,
118,Faisalabad,31.41667,73.08333,PK,2506595,12,0.18556701,0.258911892,12304.28776,,,
119,Izmir,38.41273,27.13838,TR,2500603,14,0.192559873,0.303383595,18584.0842,,,
120,Dakar,14.6937,-17.44406,SN,2476400,20,0.08362056,0.099177004,64.92254243,,,
121,Lucknow,26.83928,80.92313,IN,2472011,13,0.175770176,0.269006233,36417.40971,,,
122,Giza,30.00808,31.21093,EG,2443203,14,0.178422971,0.243743647,1809.189184,,,
123,Fortaleza,-3.71722,-38.54306,BR,2400000,13,0.14117941,0.207529803,32.87369283,,,
124,Cali,3.43722,-76.5225,CO,2392877,9,0.217558722,0.276559559,7265.844564,,,
125,Surabaya,-7.24917,112.75083,ID,2374658,19,0.098638855,0.133085005,544.6822011,,,
126,Belo Horizonte,-19.92083,-43.93778,BR,2373224,14,0.138412543,0.256538678,365.7673477,,,
127,Nanchang,28.68396,115.85306,CN,2357839,17,0.127222982,0.208976752,887.0370905,,,
128,Rome,41.89193,12.51133,IT,2318895,15,0.173593828,0.335081329,2742.846568,,,
129,Mashhad,36.31559,59.56796,IR,2307177,11,0.196368243,0.246423102,155050.4717,,,
130,Brooklyn,40.6501,-73.94958,US,2300664,11,0.205978855,0.372866273,135.5568159,,,
131,Houston,29.76328,-95.36327,US,2296224,11,0.215279101,0.35155991,486.6243777,,,
132,Queens,40.68149,-73.83652,US,2272771,11,0.205529283,0.37112586,125.7706105,,,
133,Nagpur,21.14631,79.08491,IN,2228018,13,0.167890239,0.267664875,5102.646817,,,
134,Maracaibo,10.66663,-71.61245,VE,2225000,8,0.22750151,0.294457438,14858.72154,,,
135,Brasilia,-15.77972,-47.92972,BR,2207718,13,0.148527865,0.263724493,7924.714421,,,
136,Santo Domingo,18.50012,-69.98857,DO,2201941,8,0.221481772,0.282667509,1716.914598,,,
137,Nagoya,35.18147,136.90641,JP,2191279,19,0.114208523,0.184181885,164.3903257,,,
138,Brisbane,-27.46794,153.02809,AU,2189878,2,0.690909091,0.776315789,0.05625,,,
139,Havana,23.13302,-82.38304,CU,2163824,9,0.241607868,0.33578452,2076.18268,,,
140,Paris,48.85341,2.3488,FR,2138551,16,0.165225631,0.362402574,492.8676027,,,
141,Al Mawsil al Jadidah,36.33271,43.10555,IQ,2065597,12,0.197802198,0.274164171,15769.62282,,,
142,Johannesburg,-26.20227,28.04363,ZA,2026469,19,0.088686862,0.112511854,2510.792342,,,
143,Kowloon,22.31667,114.18333,HK,2019533,17,0.126301494,0.196909261,2991.334554,,,
144,Al Basrah al Qadimah,30.50316,47.81507,IQ,2015483,12,0.192307692,0.243106849,2186.091171,,,
145,Almaty,43.25667,76.92861,KZ,2000900,13,0.176604633,0.210832509,11927.64781,,,
146,Medellin,6.25184,-75.56359,CO,1999979,9,0.213247783,0.273085054,368.0918496,,,
147,Tashkent,41.26465,69.21627,UZ,1978028,12,0.18753781,0.233242266,2997.539567,,,
148,Algiers,36.73225,3.08746,DZ,1977663,16,0.156794425,0.273522511,1889.789099,,,
149,Khartoum,15.55177,32.53241,SD,1974647,14,0.156390135,0.192161061,186947.4571,,,
150,Accra,5.55602,-0.1969,GH,1963264,19,0.091860925,0.124317167,929.2214811,,,
151,Guayaquil,-2.20584,-79.90795,EC,1952029,10,0.196044414,0.243014468,2780.434079,,,
152,Ordos,39.6086,109.78157,CN,1940653,17,0.141158614,0.203046382,16758.38497,,,
153,Sanaa,15.35472,44.20667,YE,1937451,14,0.146672274,0.17542783,3740.69857,,,
154,Beirut,33.88894,35.49442,LB,1916100,13,0.188653729,0.270682213,5183.198061,,,
155,Perth,-31.95224,115.8614,AU,1896548,0,0,0,0,,,
156,Sapporo,43.06667,141.35,JP,1883027,19,0.112763722,0.164484006,313.1643484,,,
157,Jilin,43.85083,126.56028,CN,1881977,18,0.126141604,0.189548172,316.898489,,,
158,Bucharest,44.43225,26.10626,RO,1877155,14,0.19375,0.334184706,3942.06966,,,
159,Camayenne,9.535,-13.68778,GN,1871242,20,0.084132441,0.103743871,141.1019227,,,
160,Indore,22.71792,75.8333,IN,1837041,13,0.170934934,0.265523983,2453.009504,,,
161,Iztapalapa,19.35529,-99.06224,MX,1820888,10,0.214910612,0.335311842,154.2698364,,,
162,Ecatepec,19.60492,-99.06064,MX,1806226,10,0.216267943,0.338291193,181.5101945,,,
163,Conakry,9.53795,-13.67729,GN,1767200,20,0.084132441,0.103743871,141.1019227,,,
164,Maracay,10.23535,-67.59113,VE,1754256,8,0.212206573,0.271472819,1225.110634,,,
165,Medan,3.58333,98.66667,ID,1750971,17,0.117340287,0.157610119,609.3499367,,,
166,Rawalpindi,33.6007,73.0679,PK,1743101,12,0.18339578,0.252223179,5037.016618,,,
167,Minsk,53.9,27.56667,BY,1742124,14,0.191871261,0.332319075,16803.34255,,,
168,Budapest,47.49801,19.03991,HU,1741041,15,0.187676577,0.376752607,6794.560695,,,
169,Mosul,36.335,43.11889,IQ,1739800,12,0.197802198,0.274164171,15769.62282,,,
170,Hamburg,53.57532,10.01534,DE,1739117,15,0.176806084,0.374683932,1679.855356,,,
171,Curitiba,-25.42778,-49.27306,BR,1718421,15,0.128438281,0.253116962,244.0661575,,,
172,Warsaw,52.22977,21.01178,PL,1702139,15,0.184584849,0.35756357,5970.563688,,,
173,Bandung,-6.92222,107.60694,ID,1699719,19,0.098621421,0.132791866,176.1077701,,,
174,Soweto,-26.26781,27.85849,ZA,1695047,19,0.088684043,0.112452116,3184.188012,,,
175,Vienna,48.20849,16.37208,AT,1691468,15,0.181924883,0.383714976,4792.097156,,,
176,Rabat,34.01325,-6.83255,MA,1655753,17,0.137961727,0.219872333,15.18841609,,,
177,Guadalajara,20.66682,-103.39182,MX,1640589,10,0.212725904,0.332806925,335.4180658,,,
178,Barcelona,41.38879,2.15899,ES,1621537,16,0.160298765,0.311089929,1724.886403,,,
179,Pretoria,-25.74486,28.18783,ZA,1619438,19,0.088681224,0.112272905,1696.25432,,,
180,Aleppo,36.20124,37.16117,SY,1602264,13,0.194168001,0.27941108,4404.737964,,,
181,Manila,14.6042,120.9822,PH,1600000,19,0.110486298,0.170616186,1201.595645,,,
182,Montreal,45.50884,-73.58781,CA,1600000,12,0.186437882,0.342224329,12.34442117,,,
183,Patna,25.59408,85.13563,IN,1599920,14,0.165215847,0.252973388,3305.346678,,,
184,Bhopal,23.25469,77.40289,IN,1599914,13,0.173875109,0.272592596,8994.336813,,,
185,Manaus,-3.10194,-60.025,BR,1598210,11,0.183919271,0.218848536,40992.10213,,,
186,Xinyang,32.12278,114.06556,CN,1590668,17,0.13593179,0.216879829,8397.438867,,,
187,Puebla,19.03793,-98.20346,MX,1590256,10,0.215813598,0.34013485,448.2771968,,,
188,Kaduna,10.52641,7.43879,NG,1582102,18,0.100758397,0.139762699,95.09189165,,,
189,Phnom Penh,11.56245,104.91601,KH,1573544,17,0.12601626,0.178265102,498.9612589,,,
190,Damascus,33.5102,36.29128,SY,1569394,13,0.190991238,0.268357779,1964.496965,,,
191,Philadelphia,39.95233,-75.16379,US,1567442,11,0.207035544,0.378957719,116.3103263,,,
192,Phoenix,33.44838,-112.07404,US,1563025,12,0.184009119,0.292944936,2681.623937,,,
193,Isfahan,32.65246,51.67462,IR,1547164,11,0.194397993,0.249859592,18304.13456,,,
194,Ludhiana,30.91204,75.85379,IN,1545368,13,0.181830031,0.261365424,18729.89198,,,
195,Harare,-17.82772,31.05337,ZW,1542813,18,0.097073867,0.124414357,46635.04922,,,
196,Kobe,34.6913,135.183,JP,1528478,19,0.115051546,0.18609019,191.3038007,,,
197,Bekasi,-6.2349,106.9896,ID,1520119,19,0.102671671,0.13852381,594.6192047,,,
198,Kaohsiung,22.61626,120.31333,TW,1519711,18,0.122885835,0.200446596,48846.09305,,,
199,Stockholm,59.33258,18.0649,SE,1515017,15,0.17492163,0.299694523,598.8652793,,,
200,Ciudad Juarez,31.73333,-106.48333,MX,1512354,11,0.20192995,0.324612497,5517.275864,,,
201,Manhattan,40.78343,-73.96625,US,1487536,11,0.205978855,0.372866273,135.5568159,,,
202,Asuncion,-25.30066,-57.63591,PY,1482200,14,0.137737689,0.237848808,1701.796611,,,
203,Recife,-8.05389,-34.88111,BR,1478098,13,0.141586267,0.212922063,19.21644485,,,
204,Daejeon,36.32139,127.41972,KR,1475221,18,0.12496081,0.206261172,1837.238097,,,
205,San Antonio,29.42412,-98.49363,US,1469845,11,0.216890595,0.35113448,1018.045898,,,
206,Kumasi,6.68848,-1.62443,GH,1468609,19,0.091851852,0.123032818,820.4850907,,,
207,Kota Bharu,6.13328,102.2386,MY,1459994,17,0.119251154,0.167484814,3450.727639,,,
208,Kyoto,35.02107,135.75385,JP,1459640,19,0.115046802,0.186030453,194.3418358,,,
209,Kuala Lumpur,3.1412,101.68653,MY,1453975,17,0.118320611,0.16297537,3125.679201,,,
210,Karaj,35.83266,50.99155,IR,1448075,12,0.192772749,0.251061615,1931.403186,,,
211,Kathmandu,27.70169,85.3206,NP,1442271,14,0.169759659,0.256333305,79357.15228,,,
212,Palembang,-2.91673,104.7458,ID,1441500,18,0.107506165,0.148007189,10780.32132,,,
213,Multan,30.19679,71.47824,PK,1437230,12,0.186410102,0.262169273,36270.70073,,,
214,Hanoi,21.0245,105.84117,VN,1431270,16,0.134574571,0.200467477,8568.823289,,,
215,Kharkiv,49.98081,36.25272,UA,1430885,14,0.196078431,0.307779595,5038.069721,,,
216,Agra,27.18333,78.01667,IN,1430055,13,0.173152113,0.26619375,5129.65105,,,
217,Cordoba,-31.4135,-64.18105,AR,1428214,14,0.134925373,0.210385681,495.8350114,,,
218,Tabriz,38.08,46.2919,IR,1424641,12,0.194791594,0.266539615,3289.410996,,,
219,Novosibirsk,55.0415,82.9346,RU,1419007,14,0.16930639,0.195737395,7586.35151,,,
220,Gwangju,35.15472,126.91556,KR,1416938,18,0.125224417,0.208462059,2850.417707,,,
221,Bursa,40.19559,29.06013,TR,1412701,14,0.193293612,0.308210357,6564.583366,,,
222,Vadodara,22.29941,73.20812,IN,1409476,13,0.169326941,0.257293483,1352.122988,,,
223,Belem,-1.45583,-48.50444,BR,1407737,12,0.156488021,0.202847406,291.0104817,,,
224,Fushun,41.85583,123.92333,CN,1400646,18,0.127607025,0.197589078,495.2597472,,,
225,Quito,-0.22985,-78.52495,EC,1399814,10,0.193559438,0.242940722,504.8421544,,,
226,San Diego,32.71533,-117.15726,US,1394928,12,0.174436554,0.2734852,544.4817717,,,
227,Fukuoka,33.6,130.41667,JP,1392289,19,0.118506562,0.198107349,2503.859395,,,
228,Antananarivo,-18.91368,47.53613,MG,1391433,18,0.094904415,0.110691361,0.547357757,,,
229,Luoyang,34.68361,112.45361,CN,1390581,17,0.135911925,0.213960217,5603.02063,,,
230,Hyderabad,25.39242,68.37366,PK,1386330,12,0.181948611,0.253966224,11862.87648,,,
231,The Bronx,40.84985,-73.86641,US,1385108,11,0.205529283,0.37112586,125.7706105,,,
232,Valencia,10.16202,-68.00765,VE,1385083,8,0.212087087,0.270145386,1097.134718,,,
233,Gujranwala,32.15567,74.18705,PK,1384471,13,0.181948611,0.256298291,6600.086179,,,
234,Barranquilla,10.96854,-74.78132,CO,1380425,8,0.227044404,0.293447113,7439.672105,,,
235,Guankou,28.15861,113.62709,CN,1380000,17,0.130912162,0.216776728,7935.347832,,,
236,Tijuana,32.5027,-117.00371,MX,1376457,12,0.174544331,0.274960126,939.6400605,,,
237,Lubumbashi,-11.66089,27.47938,CD,1373770,17,0.106835152,0.133784516,15374.94997,,,
238,Porto Alegre,-30.03306,-51.23,BR,1372741,15,0.125695217,0.235030039,254.8989926,,,
239,Tangerang,-6.17806,106.63,ID,1372124,19,0.102671671,0.13852381,594.6192047,,,
240,Santa Cruz de la Sierra,-17.78629,-63.18117,BO,1364389,13,0.153365907,0.219417382,9118.735398,,,
241,Handan,36.60056,114.46778,CN,1358318,17,0.133697527,0.210179889,843.207597,,,
242,Kampala,0.31628,32.58219,UG,1353189,16,0.118145247,0.148163827,500.7183933,,,
243,Yekaterinburg,56.8519,60.6122,RU,1349772,14,0.183746048,0.225609607,8039.540243,,,
244,Khulna,22.80979,89.56439,BD,1342339,14,0.160788382,0.236750496,5068.132493,,,
245,Douala,4.04827,9.70428,CM,1338082,18,0.100955276,0.138812878,554.5489435,,,
246,Gorakhpur,29.44768,75.67206,IN,1324570,13,0.180957323,0.265555985,11802.14762,,,
247,Mecca,21.42664,39.82563,SA,1323624,13,0.167226085,0.203362795,12285.19139,,,
248,Makassar,-5.14861,119.43194,ID,1321717,20,0.091691863,0.123462353,5879.22365,,,
249,Kawasaki,35.52056,139.71722,JP,1306785,19,0.111917847,0.173604442,23.7534863,,,
250,South Tangerang,-6.28862,106.71789,ID,1303569,19,0.102671671,0.13852381,594.6192047,,,
251,Baotou,40.65222,109.82222,CN,1301768,17,0.140823743,0.200931686,6995.142255,,,
252,Dallas,32.78306,-96.80667,US,1300092,11,0.219119643,0.36875755,2041.695797,,,
253,Medina,24.46861,39.61417,SA,1300000,13,0.18082831,0.226136126,20554.60561,,,
254,Yaounde,3.86667,11.51667,CM,1299369,17,0.111319475,0.150609861,8076.718301,,,
255,Bamako,12.65,-8,ML,1297281,19,0.091259976,0.114800469,19442.66694,,,
256,Nashik,19.99727,73.79096,IN,1289497,13,0.168447745,0.250215483,2670.286167,,,
257,Semarang,-6.99306,110.42083,ID,1288084,19,0.09863188,0.133210026,200.4705514,,,
258,Brazzaville,-4.26613,15.28318,CG,1284609,18,0.101185943,0.128825253,5024.983934,,,
259,Pimpri,18.62292,73.80696,IN,1284606,13,0.167125914,0.247230332,3901.759867,,,
260,Nizhniy Novgorod,56.32867,44.00205,RU,1284164,13,0.191858066,0.267913649,67655.10212,,,
261,Amman,31.95522,35.94503,JO,1275857,13,0.18957668,0.263226874,6898.011659,,,
262,Budta,7.20417,124.43972,PH,1273715,19,0.103214827,0.155010414,269.8804537,,,
263,Belgrade,44.80401,20.46513,RS,1273651,14,0.191502505,0.358079142,11058.20514,,,
264,Montevideo,-34.90328,-56.18816,UY,1270737,15,0.123510766,0.206014664,60.67295171,,,
265,Lusaka,-15.40669,28.28713,ZM,1267440,18,0.096959166,0.120202887,36.21665753,,,
266,Kalyan,19.2437,73.13554,IN,1262255,13,0.166985875,0.245515876,1405.807722,,,
267,Thane,19.19704,72.96355,IN,1261517,13,0.165854238,0.242857999,1921.947128,,,
268,Munich,48.13743,11.57549,DE,1260391,15,0.177176605,0.381811147,2045.994424,,,
269,Ra's Bayrut,33.9,35.48333,LB,1251739,13,0.188653729,0.270682213,5183.198061,,,
270,Shiraz,29.61031,52.53113,IR,1249942,11,0.192334207,0.240321792,24326.8384,,,
271,Adana,37.00167,35.32889,TR,1248988,13,0.192746114,0.282338859,10609.89826,,,
272,Suwon,37.29111,127.00889,KR,1242724,18,0.127246192,0.208796406,2731.628876,,,
273,Milan,45.46427,9.18951,IT,1236837,15,0.176147484,0.376401521,2104.468383,,,
274,Port-au-Prince,18.53917,-72.335,HT,1234742,8,0.230706411,0.294115044,2408.946648,,,
275,Ciudad Nezahualcoyotl,19.40061,-99.01483,MX,1232220,10,0.216267943,0.338291193,181.5101945,,,
276,Adelaide,-34.92866,138.59863,AU,1225235,3,0.62295082,0.706140351,0,,,
277,Meerut,28.98002,77.70636,IN,1223184,13,0.172169084,0.257597574,1432.094091,,,
278,Nowrangapur,19.23114,82.54826,IN,1220946,14,0.161495717,0.252560348,2118.040966,,,
279,Faridabad,28.41124,77.31316,IN,1220229,13,0.172584436,0.260639902,1843.59981,,,
280,Peshawar,34.008,71.57849,PK,1218773,12,0.184121956,0.250076482,6178.781155,,,
281,Davao,7.07306,125.61278,PH,1212504,20,0.100356102,0.149303368,282.8479786,,,
282,Mandalay,21.97473,96.08359,MM,1208099,15,0.147861572,0.218120546,50058.70647,,,
283,Yueyang,29.37455,113.09481,CN,1200000,17,0.135194069,0.218517468,6194.160764,,,
284,Santiago de los Caballeros,19.4517,-70.69703,DO,1200000,8,0.226771021,0.28666456,2317.267403,,,
285,Omdurman,15.64453,32.47773,SD,1200000,14,0.156381369,0.191981849,180953.8811,,,
286,Anshan,41.12361,122.99,CN,1199275,18,0.132800228,0.205815066,6868.26007,,,
287,Tongshan,34.18045,117.15707,CN,1199193,17,0.133697527,0.21811344,7095.363575,,,
288,Ghaziabad,28.66535,77.43915,IN,1199191,13,0.172563088,0.260281479,1794.479554,,,
