"city_or_region","latitude","longitude","connection_order"
"Cilicia (ancient)","41.323","36.732","5"
"Cilicia (ancient)","41.238","37.094","6"
"Cilicia (ancient)","41.134","37.447","7"
"Cilicia (ancient)","41.013","37.789","8"
"Cilicia (ancient)","40.875","38.12","9"
"Cilicia (ancient)","40.721","38.436","10"
"Cilicia (ancient)","40.551","38.737","11"
"Cilicia (ancient)","40.366","39.022","12"
"Cilicia (ancient)","40.167","39.29","13"
"Cilicia (ancient)","39.955","39.539","14"
"Cilicia (ancient)","39.73","39.768","15"
"Cilicia (ancient)","39.495","39.977","16"
"Cilicia (ancient)","39.25","40.165","17"
"Cilicia (ancient)","38.996","40.331","18"
"Cilicia (ancient)","38.734","40.475","19"
"Cilicia (ancient)","38.465","40.597","20"
"Cilicia (ancient)","38.191","40.696","21"
"Cilicia (ancient)","37.912","40.772","22"
"Cilicia (ancient)","37.63","40.825","23"
"Cilicia (ancient)","37.346","40.855","24"
"Cilicia (ancient)","37.061","40.862","25"
"Cilicia (ancient)","36.776","40.846","26"
"Cilicia (ancient)","36.493","40.809","27"
"Cilicia (ancient)","36.212","40.749","28"
"Cilicia (ancient)","35.934","40.668","29"
"Cilicia (ancient)","35.662","40.567","30"
"Cilicia (ancient)","35.394","40.445","31"
"Cilicia (ancient)","35.134","40.303","32"
"Cilicia (ancient)","34.881","40.142","33"
"Cilicia (ancient)","34.637","39.964","34"
"Cilicia (ancient)","34.402","39.767","35"
"Cilicia (ancient)","34.177","39.555","36"
"Cilicia (ancient)","33.964","39.327","37"
"Cilicia (ancient)","33.762","39.084","38"
"Cilicia (ancient)","33.574","38.827","39"
"Cilicia (ancient)","33.398","38.558","40"
"Cilicia (ancient)","33.237","38.277","41"
"Cilicia (ancient)","33.09","37.985","42"
"Cilicia (ancient)","32.958","37.684","43"
"Cilicia (ancient)","32.841","37.374","44"
"Cilicia (ancient)","32.74","37.057","45"
"Cilicia (ancient)","32.656","36.733","46"
"Cilicia (ancient)","32.588","36.405","47"
"Cilicia (ancient)","32.537","36.072","48"
"Cilicia (ancient)","32.503","35.736","49"
"Cilicia (ancient)","32.486","35.399","50"
"Cilicia (ancient)","32.486","35.061","51"
"Cilicia (ancient)","32.503","34.724","52"
"Cilicia (ancient)","32.537","34.388","53"
"Cilicia (ancient)","32.588","34.055","54"
"Cilicia (ancient)","32.656","33.727","55"
"Cilicia (ancient)","32.74","33.403","56"
"Cilicia (ancient)","32.841","33.086","57"
"Cilicia (ancient)","32.958","32.776","58"
"Cilicia (ancient)","33.09","32.475","59"
"Cilicia (ancient)","33.237","32.183","60"
"Cilicia (ancient)","33.398","31.902","61"
"Cilicia (ancient)","33.574","31.633","62"
"Cilicia (ancient)","33.762","31.376","63"
"Cilicia (ancient)","33.964","31.133","64"
"Cilicia (ancient)","34.177","30.905","65"
"Cilicia (ancient)","34.402","30.693","66"
"Cilicia (ancient)","34.637","30.496","67"
"Cilicia (ancient)","34.881","30.318","68"
"Cilicia (ancient)","35.134","30.157","69"
"Cilicia (ancient)","35.394","30.015","70"
"Cilicia (ancient)","35.662","29.893","71"
"Cilicia (ancient)","35.934","29.792","72"
"Cilicia (ancient)","36.212","29.711","73"
"Cilicia (ancient)","36.493","29.651","74"
"Cilicia (ancient)","36.776","29.614","75"
"Cilicia (ancient)","37.061","29.598","76"
"Cilicia (ancient)","37.346","29.605","77"
"Cilicia (ancient)","37.63","29.635","78"
"Cilicia (ancient)","37.912","29.688","79"
"Cilicia (ancient)","38.191","29.764","80"
"Cilicia (ancient)","38.465","29.863","81"
"Cilicia (ancient)","38.734","29.985","82"
"Cilicia (ancient)","38.996","30.129","83"
"Cilicia (ancient)","39.25","30.295","84"
"Cilicia (ancient)","39.495","30.483","85"
"Cilicia (ancient)","39.73","30.692","86"
"Cilicia (ancient)","39.955","30.921","87"
"Cilicia (ancient)","40.167","31.17","88"
"Cilicia (ancient)","40.366","31.438","89"
"Cilicia (ancient)","40.551","31.723","90"
"Cilicia (ancient)","40.721","32.024","91"
"Cilicia (ancient)","40.875","32.34","92"
"Cilicia (ancient)","41.013","32.671","93"
"Cilicia (ancient)","41.134","33.013","94"
"Cilicia (ancient)","41.238","33.366","95"
"Cilicia (ancient)","41.323","33.728","96"
"Cilicia (ancient)","41.39","34.097","97"
"Cilicia (ancient)","41.438","34.471","98"
"Cilicia (ancient)","41.467","34.85","99"
"Cilicia (ancient)","41.477","35.23","100"
"Vilnius","59.177","25.28","1"
"Vilnius","59.166","25.836","2"
"Vilnius","59.136","26.389","3"
"Vilnius","59.085","26.935","4"
"Vilnius","59.015","27.472","5"
"Vilnius","58.924","27.997","6"
"Vilnius","58.815","28.506","7"
"Vilnius","58.688","28.998","8"
"Vilnius","58.543","29.469","9"
"Vilnius","58.381","29.917","10"
"Vilnius","58.203","30.341","11"
"Vilnius","58.011","30.739","12"
"Vilnius","57.804","31.108","13"
"Vilnius","57.584","31.448","14"
"Vilnius","57.352","31.757","15"
"Vilnius","57.11","32.034","16"
"Vilnius","56.858","32.279","17"
"Vilnius","56.598","32.491","18"
"Vilnius","56.331","32.671","19"
"Vilnius","56.058","32.817","20"
"Vilnius","55.78","32.93","21"
"Vilnius","55.498","33.01","22"
"Vilnius","55.215","33.058","23"
"Vilnius","54.93","33.074","24"
"Vilnius","54.645","33.058","25"
"Vilnius","54.361","33.012","26"
"Vilnius","54.08","32.936","27"
"Vilnius","53.801","32.83","28"
"Vilnius","53.527","32.697","29"
"Vilnius","53.259","32.537","30"
"Vilnius","52.997","32.351","31"
"Vilnius","52.742","32.14","32"
"Vilnius","52.495","31.905","33"
"Vilnius","52.257","31.648","34"
"Vilnius","52.029","31.37","35"
"Vilnius","51.811","31.072","36"
"Vilnius","51.604","30.754","37"
"Vilnius","51.41","30.419","38"
"Vilnius","51.228","30.068","39"
"Vilnius","51.059","29.702","40"
"Vilnius","50.904","29.323","41"
"Vilnius","50.763","28.93","42"
"Vilnius","50.636","28.527","43"
"Vilnius","50.525","28.114","44"
"Vilnius","50.429","27.692","45"
"Vilnius","50.348","27.264","46"
"Vilnius","50.283","26.829","47"
"Vilnius","50.234","26.39","48"
"Vilnius","50.202","25.947","49"
"Vilnius","50.185","25.503","50"
"Vilnius","50.185","25.057","51"
"Vilnius","50.202","24.613","52"
"Vilnius","50.234","24.17","53"
"Vilnius","50.283","23.731","54"
"Vilnius","50.348","23.296","55"
"Vilnius","50.429","22.868","56"
"Vilnius","50.525","22.446","57"
"Vilnius","50.636","22.033","58"
"Vilnius","50.763","21.63","59"
"Vilnius","50.904","21.237","60"
"Vilnius","51.059","20.858","61"
"Vilnius","51.228","20.492","62"
"Vilnius","51.41","20.141","63"
"Vilnius","51.604","19.806","64"
"Vilnius","51.811","19.488","65"
"Vilnius","52.029","19.19","66"
"Vilnius","52.257","18.912","67"
"Vilnius","52.495","18.655","68"
"Vilnius","52.742","18.42","69"
"Vilnius","52.997","18.209","70"
"Vilnius","53.259","18.023","71"
"Vilnius","53.527","17.863","72"
"Vilnius","53.801","17.73","73"
"Vilnius","54.08","17.624","74"
"Vilnius","54.361","17.548","75"
"Vilnius","54.645","17.502","76"
"Vilnius","54.93","17.486","77"
"Vilnius","55.215","17.502","78"
"Vilnius","55.498","17.55","79"
"Vilnius","55.78","17.63","80"
"Vilnius","56.058","17.743","81"
"Vilnius","56.331","17.889","82"
"Vilnius","56.598","18.069","83"
"Vilnius","56.858","18.281","84"
"Vilnius","57.11","18.526","85"
"Vilnius","57.352","18.803","86"
"Vilnius","57.584","19.112","87"
"Vilnius","57.804","19.452","88"
"Vilnius","58.011","19.821","89"
"Vilnius","58.203","20.219","90"
"Vilnius","58.381","20.643","91"
"Vilnius","58.543","21.091","92"
"Vilnius","58.688","21.562","93"
"Vilnius","58.815","22.054","94"
"Vilnius","58.924","22.563","95"
"Vilnius","59.015","23.088","96"
"Vilnius","59.085","23.625","97"
"Vilnius","59.136","24.171","98"
"Vilnius","59.166","24.724","99"
"Vilnius","59.177","25.28","100"
"Shanghai","35.727","121.49","1"
"Shanghai","35.717","121.84","2"
"Shanghai","35.689","122.19","3"
"Shanghai","35.641","122.54","4"
"Shanghai","35.575","122.88","5"
"Shanghai","35.491","123.21","6"
"Shanghai","35.388","123.54","7"
"Shanghai","35.269","123.86","8"
"Shanghai","35.132","124.16","9"
"Shanghai","34.979","124.46","10"
"Shanghai","34.81","124.74","11"
"Shanghai","34.627","125","12"
"Shanghai","34.43","125.25","13"
"Shanghai","34.22","125.48","14"
"Shanghai","33.997","125.7","15"
"Shanghai","33.763","125.9","16"
"Shanghai","33.52","126.07","17"
"Shanghai","33.267","126.23","18"
"Shanghai","33.006","126.37","19"
"Shanghai","32.738","126.48","20"
"Shanghai","32.465","126.58","21"
"Shanghai","32.187","126.66","22"
"Shanghai","31.906","126.71","23"
"Shanghai","31.622","126.74","24"
"Shanghai","31.337","126.75","25"
"Shanghai","31.052","126.74","26"
"Shanghai","30.768","126.71","27"
"Shanghai","30.487","126.66","28"
"Shanghai","30.209","126.58","29"
"Shanghai","29.935","126.49","30"
"Shanghai","29.667","126.38","31"
"Shanghai","29.405","126.25","32"
"Shanghai","29.151","126.1","33"
"Shanghai","28.905","125.94","34"
"Shanghai","28.669","125.76","35"
"Shanghai","28.443","125.56","36"
"Shanghai","28.228","125.35","37"
"Shanghai","28.025","125.12","38"
"Shanghai","27.834","124.88","39"
"Shanghai","27.657","124.63","40"
"Shanghai","27.494","124.36","41"
"Shanghai","27.346","124.09","42"
"Shanghai","27.213","123.81","43"
"Shanghai","27.095","123.51","44"
"Shanghai","26.993","123.21","45"
"Shanghai","26.908","122.91","46"
"Shanghai","26.839","122.6","47"
"Shanghai","26.787","122.29","48"
"Shanghai","26.753","121.97","49"
"Shanghai","26.736","121.65","50"
"Shanghai","26.736","121.33","51"
"Shanghai","26.753","121.01","52"
"Shanghai","26.787","120.69","53"
"Shanghai","26.839","120.38","54"
"Shanghai","26.908","120.07","55"
"Shanghai","26.993","119.77","56"
"Shanghai","27.095","119.47","57"
"Shanghai","27.213","119.17","58"
"Shanghai","27.346","118.89","59"
"Shanghai","27.494","118.62","60"
"Shanghai","27.657","118.35","61"
"Shanghai","27.834","118.1","62"
"Shanghai","28.025","117.86","63"
"Shanghai","28.228","117.63","64"
"Shanghai","28.443","117.42","65"
"Shanghai","28.669","117.22","66"
"Shanghai","28.905","117.04","67"
"Shanghai","29.151","116.88","68"
"Shanghai","29.405","116.73","69"
"Shanghai","29.667","116.6","70"
"Shanghai","29.935","116.49","71"
"Shanghai","30.209","116.4","72"
"Shanghai","30.487","116.32","73"
"Shanghai","30.768","116.27","74"
"Shanghai","31.052","116.24","75"
"Shanghai","31.337","116.23","76"
"Shanghai","31.622","116.24","77"
"Shanghai","31.906","116.27","78"
"Shanghai","32.187","116.32","79"
"Shanghai","32.465","116.4","80"
"Shanghai","32.738","116.5","81"
"Shanghai","33.006","116.61","82"
"Shanghai","33.267","116.75","83"
"Shanghai","33.52","116.91","84"
"Shanghai","33.763","117.08","85"
"Shanghai","33.997","117.28","86"
"Shanghai","34.22","117.5","87"
"Shanghai","34.43","117.73","88"
"Shanghai","34.627","117.98","89"
"Shanghai","34.81","118.24","90"
"Shanghai","34.979","118.52","91"
"Shanghai","35.132","118.82","92"
"Shanghai","35.269","119.12","93"
"Shanghai","35.388","119.44","94"
"Shanghai","35.491","119.77","95"
"Shanghai","35.575","120.1","96"
"Shanghai","35.641","120.44","97"
"Shanghai","35.689","120.79","98"
"Shanghai","35.717","121.14","99"
"Shanghai","35.727","121.49","100"
"Shantou","27.847","116.66","1"
"Shantou","27.837","116.98","2"
"Shantou","27.809","117.3","3"
"Shantou","27.762","117.62","4"
"Shantou","27.697","117.93","5"
"Shantou","27.614","118.24","6"
"Shantou","27.513","118.54","7"
"Shantou","27.395","118.84","8"
"Shantou","27.26","119.12","9"
"Shantou","27.109","119.39","10"
"Shantou","26.942","119.65","11"
"Shantou","26.761","119.9","12"
"Shantou","26.566","120.13","13"
"Shantou","26.357","120.35","14"
"Shantou","26.137","120.55","15"
"Shantou","25.905","120.73","16"
"Shantou","25.663","120.9","17"
"Shantou","25.412","121.05","18"
"Shantou","25.152","121.18","19"
"Shantou","24.886","121.29","20"
"Shantou","24.614","121.38","21"
"Shantou","24.337","121.46","22"
"Shantou","24.056","121.51","23"
"Shantou","23.772","121.54","24"
"Shantou","23.488","121.56","25"
"Shantou","23.203","121.55","26"
"Shantou","22.919","121.53","27"
"Shantou","22.636","121.48","28"
"Shantou","22.358","121.42","29"
"Shantou","22.083","121.34","30"
"Shantou","21.813","121.24","31"
"Shantou","21.55","121.12","32"
"Shantou","21.295","120.98","33"
"Shantou","21.047","120.83","34"
"Shantou","20.809","120.66","35"
"Shantou","20.581","120.48","36"
"Shantou","20.364","120.28","37"
"Shantou","20.16","120.07","38"
"Shantou","19.967","119.85","39"
"Shantou","19.788","119.61","40"
"Shantou","19.624","119.37","41"
"Shantou","19.473","119.11","42"
"Shantou","19.339","118.84","43"
"Shantou","19.219","118.57","44"
"Shantou","19.116","118.29","45"
"Shantou","19.03","118","46"
"Shantou","18.961","117.71","47"
"Shantou","18.908","117.41","48"
"Shantou","18.873","117.11","49"
"Shantou","18.856","116.81","50"
"Shantou","18.856","116.51","51"
"Shantou","18.873","116.21","52"
"Shantou","18.908","115.91","53"
"Shantou","18.961","115.61","54"
"Shantou","19.03","115.32","55"
"Shantou","19.116","115.03","56"
"Shantou","19.219","114.75","57"
"Shantou","19.339","114.48","58"
"Shantou","19.473","114.21","59"
"Shantou","19.624","113.95","60"
"Shantou","19.788","113.71","61"
"Shantou","19.967","113.47","62"
"Shantou","20.16","113.25","63"
"Shantou","20.364","113.04","64"
"Shantou","20.581","112.84","65"
"Shantou","20.809","112.66","66"
"Shantou","21.047","112.49","67"
"Shantou","21.295","112.34","68"
"Shantou","21.55","112.2","69"
"Shantou","21.813","112.08","70"
"Shantou","22.083","111.98","71"
"Shantou","22.358","111.9","72"
"Shantou","22.636","111.84","73"
"Shantou","22.919","111.79","74"
"Shantou","23.203","111.77","75"
"Shantou","23.488","111.76","76"
"Shantou","23.772","111.78","77"
"Shantou","24.056","111.81","78"
"Shantou","24.337","111.86","79"
"Shantou","24.614","111.94","80"
"Shantou","24.886","112.03","81"
"Shantou","25.152","112.14","82"
"Shantou","25.412","112.27","83"
"Shantou","25.663","112.42","84"
"Shantou","25.905","112.59","85"
"Shantou","26.137","112.77","86"
"Shantou","26.357","112.97","87"
"Shantou","26.566","113.19","88"
"Shantou","26.761","113.42","89"
"Shantou","26.942","113.67","90"
"Shantou","27.109","113.93","91"
"Shantou","27.26","114.2","92"
"Shantou","27.395","114.48","93"
"Shantou","27.513","114.78","94"
"Shantou","27.614","115.08","95"
"Shantou","27.697","115.39","96"
"Shantou","27.762","115.7","97"
"Shantou","27.809","116.02","98"
"Shantou","27.837","116.34","99"
"Shantou","27.847","116.66","100"
"Chaco Boreal","-14.863","-61.07","1"
"Chaco Boreal","-14.872","-60.775","2"
"Chaco Boreal","-14.899","-60.482","3"
"Chaco Boreal","-14.943","-60.19","4"
"Chaco Boreal","-15.004","-59.902","5"
"Chaco Boreal","-15.082","-59.618","6"
"Chaco Boreal","-15.178","-59.34","7"
"Chaco Boreal","-15.289","-59.068","8"
"Chaco Boreal","-15.417","-58.804","9"
"Chaco Boreal","-15.561","-58.548","10"
"Chaco Boreal","-15.719","-58.302","11"
"Chaco Boreal","-15.892","-58.066","12"
"Chaco Boreal","-16.078","-57.842","13"
"Chaco Boreal","-16.278","-57.63","14"
"Chaco Boreal","-16.49","-57.432","15"
"Chaco Boreal","-16.713","-57.247","16"
"Chaco Boreal","-16.947","-57.077","17"
"Chaco Boreal","-17.191","-56.922","18"
"Chaco Boreal","-17.443","-56.783","19"
"Chaco Boreal","-17.703","-56.661","20"
"Chaco Boreal","-17.97","-56.556","21"
"Chaco Boreal","-18.243","-56.469","22"
"Chaco Boreal","-18.52","-56.399","23"
"Chaco Boreal","-18.801","-56.349","24"
"Chaco Boreal","-19.085","-56.317","25"
"Chaco Boreal","-19.369","-56.304","26"
"Chaco Boreal","-19.654","-56.31","27"
"Chaco Boreal","-19.938","-56.335","28"
"Chaco Boreal","-20.22","-56.379","29"
"Chaco Boreal","-20.499","-56.443","30"
"Chaco Boreal","-20.773","-56.525","31"
"Chaco Boreal","-21.042","-56.626","32"
"Chaco Boreal","-21.305","-56.746","33"
"Chaco Boreal","-21.559","-56.883","34"
"Chaco Boreal","-21.805","-57.039","35"
"Chaco Boreal","-22.041","-57.211","36"
"Chaco Boreal","-22.267","-57.399","37"
"Chaco Boreal","-22.48","-57.603","38"
"Chaco Boreal","-22.681","-57.822","39"
"Chaco Boreal","-22.869","-58.055","40"
"Chaco Boreal","-23.042","-58.301","41"
"Chaco Boreal","-23.2","-58.559","42"
"Chaco Boreal","-23.342","-58.828","43"
"Chaco Boreal","-23.468","-59.106","44"
"Chaco Boreal","-23.577","-59.393","45"
"Chaco Boreal","-23.669","-59.688","46"
"Chaco Boreal","-23.743","-59.989","47"
"Chaco Boreal","-23.798","-60.294","48"
"Chaco Boreal","-23.836","-60.603","49"
"Chaco Boreal","-23.854","-60.914","50"
"Chaco Boreal","-23.854","-61.226","51"
"Chaco Boreal","-23.836","-61.537","52"
"Chaco Boreal","-23.798","-61.846","53"
"Chaco Boreal","-23.743","-62.151","54"
"Chaco Boreal","-23.669","-62.452","55"
"Chaco Boreal","-23.577","-62.747","56"
"Chaco Boreal","-23.468","-63.034","57"
"Chaco Boreal","-23.342","-63.312","58"
"Chaco Boreal","-23.2","-63.581","59"
"Chaco Boreal","-23.042","-63.839","60"
"Chaco Boreal","-22.869","-64.085","61"
"Chaco Boreal","-22.681","-64.318","62"
"Chaco Boreal","-22.48","-64.537","63"
"Chaco Boreal","-22.267","-64.741","64"
"Chaco Boreal","-22.041","-64.929","65"
"Chaco Boreal","-21.805","-65.101","66"
"Chaco Boreal","-21.559","-65.257","67"
"Chaco Boreal","-21.305","-65.394","68"
"Chaco Boreal","-21.042","-65.514","69"
"Chaco Boreal","-20.773","-65.615","70"
"Chaco Boreal","-20.499","-65.697","71"
"Chaco Boreal","-20.22","-65.761","72"
"Chaco Boreal","-19.938","-65.805","73"
"Chaco Boreal","-19.654","-65.83","74"
"Chaco Boreal","-19.369","-65.836","75"
"Chaco Boreal","-19.085","-65.823","76"
"Chaco Boreal","-18.801","-65.791","77"
"Chaco Boreal","-18.52","-65.741","78"
"Chaco Boreal","-18.243","-65.671","79"
"Chaco Boreal","-17.97","-65.584","80"
"Chaco Boreal","-17.703","-65.479","81"
"Chaco Boreal","-17.443","-65.357","82"
"Chaco Boreal","-17.191","-65.218","83"
"Chaco Boreal","-16.947","-65.063","84"
"Chaco Boreal","-16.713","-64.893","85"
"Chaco Boreal","-16.49","-64.708","86"
"Chaco Boreal","-16.278","-64.51","87"
"Chaco Boreal","-16.078","-64.298","88"
"Chaco Boreal","-15.892","-64.074","89"
"Chaco Boreal","-15.719","-63.838","90"
"Chaco Boreal","-15.561","-63.592","91"
"Chaco Boreal","-15.417","-63.336","92"
"Chaco Boreal","-15.289","-63.072","93"
"Chaco Boreal","-15.178","-62.8","94"
"Chaco Boreal","-15.082","-62.522","95"
"Chaco Boreal","-15.004","-62.238","96"
"Chaco Boreal","-14.943","-61.95","97"
"Chaco Boreal","-14.899","-61.658","98"
"Chaco Boreal","-14.872","-61.365","99"
"Chaco Boreal","-14.863","-61.07","100"
"Asir","22.287","43.3","1"
"Asir","22.277","43.608","2"
"Asir","22.249","43.914","3"
"Asir","22.203","44.218","4"
"Asir","22.139","44.518","5"
"Asir","22.056","44.813","6"
"Asir","21.956","45.1","7"
"Asir","21.839","45.38","8"
"Asir","21.705","45.651","9"
"Asir","21.555","45.912","10"
"Asir","21.389","46.162","11"
"Asir","21.209","46.399","12"
"Asir","21.015","46.623","13"
"Asir","20.808","46.832","14"
"Asir","20.589","47.027","15"
"Asir","20.358","47.206","16"
"Asir","20.118","47.368","17"
"Asir","19.867","47.514","18"
"Asir","19.609","47.642","19"
"Asir","19.343","47.752","20"
"Asir","19.072","47.843","21"
"Asir","18.795","47.916","22"
"Asir","18.515","47.97","23"
"Asir","18.232","48.006","24"
"Asir","17.947","48.022","25"
"Asir","17.662","48.019","26"
"Asir","17.378","47.997","27"
"Asir","17.095","47.957","28"
"Asir","16.816","47.898","29"
"Asir","16.541","47.821","30"
"Asir","16.271","47.726","31"
"Asir","16.007","47.614","32"
"Asir","15.75","47.486","33"
"Asir","15.501","47.34","34"
"Asir","15.262","47.18","35"
"Asir","15.033","47.004","36"
"Asir","14.815","46.814","37"
"Asir","14.609","46.61","38"
"Asir","14.416","46.394","39"
"Asir","14.236","46.166","40"
"Asir","14.07","45.927","41"
"Asir","13.918","45.678","42"
"Asir","13.782","45.42","43"
"Asir","13.662","45.154","44"
"Asir","13.559","44.881","45"
"Asir","13.471","44.601","46"
"Asir","13.401","44.317","47"
"Asir","13.349","44.029","48"
"Asir","13.313","43.739","49"
"Asir","13.296","43.446","50"
"Asir","13.296","43.154","51"
"Asir","13.313","42.861","52"
"Asir","13.349","42.571","53"
"Asir","13.401","42.283","54"
"Asir","13.471","41.999","55"
"Asir","13.559","41.719","56"
"Asir","13.662","41.446","57"
"Asir","13.782","41.18","58"
"Asir","13.918","40.922","59"
"Asir","14.07","40.673","60"
"Asir","14.236","40.434","61"
"Asir","14.416","40.206","62"
"Asir","14.609","39.99","63"
"Asir","14.815","39.786","64"
"Asir","15.033","39.596","65"
"Asir","15.262","39.42","66"
"Asir","15.501","39.26","67"
"Asir","15.75","39.114","68"
"Asir","16.007","38.986","69"
"Asir","16.271","38.874","70"
"Asir","16.541","38.779","71"
"Asir","16.816","38.702","72"
"Asir","17.095","38.643","73"
"Asir","17.378","38.603","74"
"Asir","17.662","38.581","75"
"Asir","17.947","38.578","76"
"Asir","18.232","38.594","77"
"Asir","18.515","38.63","78"
"Asir","18.795","38.684","79"
"Asir","19.072","38.757","80"
"Asir","19.343","38.848","81"
"Asir","19.609","38.958","82"
"Asir","19.867","39.086","83"
"Asir","20.118","39.232","84"
"Asir","20.358","39.394","85"
"Asir","20.589","39.573","86"
"Asir","20.808","39.768","87"
"Asir","21.015","39.977","88"
"Asir","21.209","40.201","89"
"Asir","21.389","40.438","90"
"Asir","21.555","40.688","91"
"Asir","21.705","40.949","92"
"Asir","21.839","41.22","93"
"Asir","21.956","41.5","94"
"Asir","22.056","41.787","95"
"Asir","22.139","42.082","96"
"Asir","22.203","42.382","97"
"Asir","22.249","42.686","98"
"Asir","22.277","42.992","99"
"Asir","22.287","43.3","100"
"Najrān","22.197","44.24","1"
"Najrān","22.187","44.548","2"
"Najrān","22.159","44.854","3"
"Najrān","22.113","45.158","4"
"Najrān","22.049","45.457","5"
"Najrān","21.966","45.752","6"
"Najrān","21.866","46.039","7"
"Najrān","21.749","46.319","8"
"Najrān","21.615","46.59","9"
"Najrān","21.465","46.85","10"
"Najrān","21.299","47.1","11"
"Najrān","21.119","47.337","12"
"Najrān","20.925","47.561","13"
"Najrān","20.718","47.77","14"
"Najrān","20.499","47.965","15"
"Najrān","20.269","48.144","16"
"Najrān","20.028","48.306","17"
"Najrān","19.778","48.451","18"
"Najrān","19.519","48.579","19"
"Najrān","19.254","48.689","20"
"Najrān","18.982","48.781","21"
"Najrān","18.706","48.854","22"
"Najrān","18.425","48.908","23"
"Najrān","18.142","48.943","24"
"Najrān","17.858","48.959","25"
"Najrān","17.572","48.957","26"
"Najrān","17.288","48.935","27"
"Najrān","17.006","48.895","28"
"Najrān","16.726","48.836","29"
"Najrān","16.451","48.759","30"
"Najrān","16.181","48.664","31"
"Najrān","15.917","48.552","32"
"Najrān","15.66","48.424","33"
"Najrān","15.412","48.279","34"
"Najrān","15.172","48.118","35"
"Najrān","14.943","47.942","36"
"Najrān","14.725","47.752","37"
"Najrān","14.519","47.549","38"
"Najrān","14.326","47.333","39"
"Najrān","14.146","47.105","40"
"Najrān","13.98","46.866","41"
"Najrān","13.828","46.617","42"
"Najrān","13.693","46.359","43"
"Najrān","13.572","46.093","44"
"Najrān","13.469","45.82","45"
"Najrān","13.382","45.541","46"
"Najrān","13.311","45.257","47"
"Najrān","13.259","44.969","48"
"Najrān","13.223","44.679","49"
"Najrān","13.206","44.386","50"
"Najrān","13.206","44.094","51"
"Najrān","13.223","43.801","52"
"Najrān","13.259","43.511","53"
"Najrān","13.311","43.223","54"
"Najrān","13.382","42.939","55"
"Najrān","13.469","42.66","56"
"Najrān","13.572","42.387","57"
"Najrān","13.693","42.121","58"
"Najrān","13.828","41.863","59"
"Najrān","13.98","41.614","60"
"Najrān","14.146","41.375","61"
"Najrān","14.326","41.147","62"
"Najrān","14.519","40.931","63"
"Najrān","14.725","40.728","64"
"Najrān","14.943","40.538","65"
"Najrān","15.172","40.362","66"
"Najrān","15.412","40.201","67"
"Najrān","15.66","40.056","68"
"Najrān","15.917","39.928","69"
"Najrān","16.181","39.816","70"
"Najrān","16.451","39.721","71"
"Najrān","16.726","39.644","72"
"Najrān","17.006","39.585","73"
"Najrān","17.288","39.545","74"
"Najrān","17.572","39.523","75"
"Najrān","17.858","39.521","76"
"Najrān","18.142","39.537","77"
"Najrān","18.425","39.572","78"
"Najrān","18.706","39.626","79"
"Najrān","18.982","39.699","80"
"Najrān","19.254","39.791","81"
"Najrān","19.519","39.901","82"
"Najrān","19.778","40.029","83"
"Najrān","20.028","40.174","84"
"Najrān","20.269","40.336","85"
"Najrān","20.499","40.515","86"
"Najrān","20.718","40.71","87"
"Najrān","20.925","40.919","88"
"Najrān","21.119","41.143","89"
"Najrān","21.299","41.38","90"
"Najrān","21.465","41.63","91"
"Najrān","21.615","41.89","92"
"Najrān","21.749","42.161","93"
"Najrān","21.866","42.441","94"
"Najrān","21.966","42.728","95"
"Najrān","22.049","43.023","96"
"Najrān","22.113","43.322","97"
"Najrān","22.159","43.626","98"
"Najrān","22.187","43.932","99"
"Najrān","22.197","44.24","100"
"Jīzān","21.457","42.54","1"
"Jīzān","21.447","42.846","2"
"Jīzān","21.419","43.151","3"
"Jīzān","21.373","43.453","4"
"Jīzān","21.309","43.751","5"
"Jīzān","21.226","44.044","6"
"Jīzān","21.126","44.33","7"
"Jīzān","21.009","44.609","8"
"Jīzān","20.875","44.878","9"
"Jīzān","20.726","45.137","10"
"Jīzān","20.56","45.386","11"
"Jīzān","20.38","45.622","12"
"Jīzān","20.187","45.845","13"
"Jīzān","19.98","46.053","14"
"Jīzān","19.761","46.247","15"
"Jīzān","19.53","46.425","16"
"Jīzān","19.29","46.587","17"
"Jīzān","19.04","46.732","18"
"Jīzān","18.781","46.86","19"
"Jīzān","18.516","46.97","20"
"Jīzān","18.244","47.061","21"
"Jīzān","17.968","47.134","22"
"Jīzān","17.688","47.188","23"
"Jīzān","17.405","47.224","24"
"Jīzān","17.12","47.24","25"
"Jīzān","16.835","47.238","26"
"Jīzān","16.551","47.217","27"
"Jīzān","16.268","47.177","28"
"Jīzān","15.989","47.119","29"
"Jīzān","15.713","47.042","30"
"Jīzān","15.443","46.948","31"
"Jīzān","15.179","46.837","32"
"Jīzān","14.922","46.709","33"
"Jīzān","14.674","46.565","34"
"Jīzān","14.434","46.405","35"
"Jīzān","14.205","46.23","36"
"Jīzān","13.987","46.041","37"
"Jīzān","13.78","45.838","38"
"Jīzān","13.587","45.623","39"
"Jīzān","13.407","45.396","40"
"Jīzān","13.24","45.158","41"
"Jīzān","13.089","44.91","42"
"Jīzān","12.953","44.653","43"
"Jīzān","12.833","44.387","44"
"Jīzān","12.729","44.115","45"
"Jīzān","12.642","43.837","46"
"Jīzān","12.572","43.554","47"
"Jīzān","12.519","43.267","48"
