"city_or_region","latitude","longitude","connection_order"
"Narva","63.867","28.196","1"
"Narva","63.856","28.843","2"
"Narva","63.825","29.485","3"
"Narva","63.773","30.12","4"
"Narva","63.701","30.743","5"
"Narva","63.608","31.351","6"
"Narva","63.497","31.94","7"
"Narva","63.367","32.507","8"
"Narva","63.219","33.049","9"
"Narva","63.053","33.563","10"
"Narva","62.872","34.047","11"
"Narva","62.676","34.499","12"
"Narva","62.466","34.917","13"
"Narva","62.243","35.299","14"
"Narva","62.008","35.645","15"
"Narva","61.763","35.954","16"
"Narva","61.508","36.224","17"
"Narva","61.246","36.455","18"
"Narva","60.976","36.649","19"
"Narva","60.702","36.803","20"
"Narva","60.422","36.92","21"
"Narva","60.14","36.998","22"
"Narva","59.856","37.04","23"
"Narva","59.571","37.046","24"
"Narva","59.286","37.016","25"
"Narva","59.003","36.951","26"
"Narva","58.722","36.854","27"
"Narva","58.445","36.724","28"
"Narva","58.173","36.563","29"
"Narva","57.907","36.373","30"
"Narva","57.646","36.154","31"
"Narva","57.394","35.908","32"
"Narva","57.15","35.637","33"
"Narva","56.914","35.341","34"
"Narva","56.689","35.022","35"
"Narva","56.474","34.682","36"
"Narva","56.271","34.321","37"
"Narva","56.079","33.942","38"
"Narva","55.9","33.546","39"
"Narva","55.734","33.134","40"
"Narva","55.581","32.707","41"
"Narva","55.442","32.267","42"
"Narva","55.318","31.816","43"
"Narva","55.208","31.354","44"
"Narva","55.114","30.883","45"
"Narva","55.035","30.405","46"
"Narva","54.971","29.92","47"
"Narva","54.923","29.431","48"
"Narva","54.891","28.938","49"
"Narva","54.875","28.444","50"
"Narva","54.875","27.948","51"
"Narva","54.891","27.454","52"
"Narva","54.923","26.961","53"
"Narva","54.971","26.472","54"
"Narva","55.035","25.987","55"
"Narva","55.114","25.509","56"
"Narva","55.208","25.038","57"
"Narva","55.318","24.576","58"
"Narva","55.442","24.125","59"
"Narva","55.581","23.685","60"
"Narva","55.734","23.258","61"
"Narva","55.9","22.846","62"
"Narva","56.079","22.45","63"
"Narva","56.271","22.071","64"
"Narva","56.474","21.71","65"
"Narva","56.689","21.37","66"
"Narva","56.914","21.051","67"
"Narva","57.15","20.755","68"
"Narva","57.394","20.484","69"
"Narva","57.646","20.238","70"
"Narva","57.907","20.019","71"
"Narva","58.173","19.829","72"
"Narva","58.445","19.668","73"
"Narva","58.722","19.538","74"
"Narva","59.003","19.441","75"
"Narva","59.286","19.376","76"
"Narva","59.571","19.346","77"
"Narva","59.856","19.352","78"
"Narva","60.14","19.394","79"
"Narva","60.422","19.472","80"
"Narva","60.702","19.589","81"
"Narva","60.976","19.743","82"
"Narva","61.246","19.937","83"
"Narva","61.508","20.168","84"
"Narva","61.763","20.438","85"
"Narva","62.008","20.747","86"
"Narva","62.243","21.093","87"
"Narva","62.466","21.475","88"
"Narva","62.676","21.893","89"
"Narva","62.872","22.345","90"
"Narva","63.053","22.829","91"
"Narva","63.219","23.343","92"
"Narva","63.367","23.885","93"
"Narva","63.497","24.452","94"
"Narva","63.608","25.041","95"
"Narva","63.701","25.649","96"
"Narva","63.773","26.272","97"
"Narva","63.825","26.907","98"
"Narva","63.856","27.549","99"
"Narva","63.867","28.196","100"
"Tallinn","63.927","24.74","1"
"Tallinn","63.916","25.388","2"
"Tallinn","63.885","26.032","3"
"Tallinn","63.833","26.668","4"
"Tallinn","63.761","27.293","5"
"Tallinn","63.668","27.902","6"
"Tallinn","63.557","28.492","7"
"Tallinn","63.426","29.06","8"
"Tallinn","63.278","29.603","9"
"Tallinn","63.113","30.118","10"
"Tallinn","62.932","30.603","11"
"Tallinn","62.736","31.056","12"
"Tallinn","62.525","31.474","13"
"Tallinn","62.302","31.858","14"
"Tallinn","62.068","32.204","15"
"Tallinn","61.822","32.513","16"
"Tallinn","61.568","32.783","17"
"Tallinn","61.305","33.015","18"
"Tallinn","61.036","33.208","19"
"Tallinn","60.761","33.363","20"
"Tallinn","60.482","33.48","21"
"Tallinn","60.199","33.558","22"
"Tallinn","59.915","33.6","23"
"Tallinn","59.63","33.605","24"
"Tallinn","59.345","33.575","25"
"Tallinn","59.062","33.511","26"
"Tallinn","58.782","33.413","27"
"Tallinn","58.505","33.282","28"
"Tallinn","58.233","33.121","29"
"Tallinn","57.966","32.93","30"
"Tallinn","57.706","32.711","31"
"Tallinn","57.453","32.465","32"
"Tallinn","57.209","32.193","33"
"Tallinn","56.974","31.896","34"
"Tallinn","56.748","31.577","35"
"Tallinn","56.534","31.236","36"
"Tallinn","56.33","30.875","37"
"Tallinn","56.139","30.495","38"
"Tallinn","55.959","30.098","39"
"Tallinn","55.793","29.685","40"
"Tallinn","55.641","29.258","41"
"Tallinn","55.502","28.817","42"
"Tallinn","55.378","28.365","43"
"Tallinn","55.268","27.903","44"
"Tallinn","55.174","27.431","45"
"Tallinn","55.095","26.952","46"
"Tallinn","55.031","26.467","47"
"Tallinn","54.983","25.977","48"
"Tallinn","54.951","25.484","49"
"Tallinn","54.935","24.988","50"
"Tallinn","54.935","24.492","51"
"Tallinn","54.951","23.996","52"
"Tallinn","54.983","23.503","53"
"Tallinn","55.031","23.013","54"
"Tallinn","55.095","22.528","55"
"Tallinn","55.174","22.049","56"
"Tallinn","55.268","21.577","57"
"Tallinn","55.378","21.115","58"
"Tallinn","55.502","20.663","59"
"Tallinn","55.641","20.222","60"
"Tallinn","55.793","19.795","61"
"Tallinn","55.959","19.382","62"
"Tallinn","56.139","18.985","63"
"Tallinn","56.33","18.605","64"
"Tallinn","56.534","18.244","65"
"Tallinn","56.748","17.903","66"
"Tallinn","56.974","17.584","67"
"Tallinn","57.209","17.287","68"
"Tallinn","57.453","17.015","69"
"Tallinn","57.706","16.769","70"
"Tallinn","57.966","16.55","71"
"Tallinn","58.233","16.359","72"
"Tallinn","58.505","16.198","73"
"Tallinn","58.782","16.067","74"
"Tallinn","59.062","15.969","75"
"Tallinn","59.345","15.905","76"
"Tallinn","59.63","15.875","77"
"Tallinn","59.915","15.88","78"
"Tallinn","60.199","15.922","79"
"Tallinn","60.482","16","80"
"Tallinn","60.761","16.117","81"
"Tallinn","61.036","16.272","82"
"Tallinn","61.305","16.465","83"
"Tallinn","61.568","16.697","84"
"Tallinn","61.822","16.967","85"
"Tallinn","62.068","17.276","86"
"Tallinn","62.302","17.622","87"
"Tallinn","62.525","18.006","88"
"Tallinn","62.736","18.424","89"
"Tallinn","62.932","18.877","90"
"Tallinn","63.113","19.362","91"
"Tallinn","63.278","19.877","92"
"Tallinn","63.426","20.42","93"
"Tallinn","63.557","20.988","94"
"Tallinn","63.668","21.578","95"
"Tallinn","63.761","22.187","96"
"Tallinn","63.833","22.812","97"
"Tallinn","63.885","23.448","98"
"Tallinn","63.916","24.092","99"
"Tallinn","63.927","24.74","100"
"Udria","63.897","27.91","1"
"Udria","63.886","28.557","2"
"Udria","63.855","29.201","3"
"Udria","63.803","29.836","4"
"Udria","63.731","30.46","5"
"Udria","63.638","31.068","6"
"Udria","63.527","31.658","7"
"Udria","63.397","32.225","8"
"Udria","63.248","32.768","9"
"Udria","63.083","33.283","10"
"Udria","62.902","33.767","11"
"Udria","62.706","34.219","12"
"Udria","62.496","34.638","13"
"Udria","62.273","35.02","14"
"Udria","62.038","35.367","15"
"Udria","61.793","35.675","16"
"Udria","61.538","35.945","17"
"Udria","61.275","36.177","18"
"Udria","61.006","36.371","19"
"Udria","60.731","36.525","20"
"Udria","60.452","36.642","21"
"Udria","60.17","36.72","22"
"Udria","59.885","36.762","23"
"Udria","59.6","36.767","24"
"Udria","59.316","36.737","25"
"Udria","59.033","36.673","26"
"Udria","58.752","36.575","27"
"Udria","58.475","36.445","28"
"Udria","58.203","36.284","29"
"Udria","57.936","36.094","30"
"Udria","57.676","35.874","31"
"Udria","57.424","35.628","32"
"Udria","57.179","35.357","33"
"Udria","56.944","35.061","34"
"Udria","56.719","34.741","35"
"Udria","56.504","34.401","36"
"Udria","56.3","34.04","37"
"Udria","56.109","33.661","38"
"Udria","55.93","33.264","39"
"Udria","55.763","32.852","40"
"Udria","55.611","32.425","41"
"Udria","55.472","31.984","42"
"Udria","55.348","31.533","43"
"Udria","55.238","31.07","44"
"Udria","55.144","30.599","45"
"Udria","55.065","30.121","46"
"Udria","55.001","29.636","47"
"Udria","54.953","29.146","48"
"Udria","54.921","28.653","49"
"Udria","54.905","28.158","50"
"Udria","54.905","27.662","51"
"Udria","54.921","27.167","52"
"Udria","54.953","26.674","53"
"Udria","55.001","26.184","54"
"Udria","55.065","25.699","55"
"Udria","55.144","25.221","56"
"Udria","55.238","24.75","57"
"Udria","55.348","24.287","58"
"Udria","55.472","23.836","59"
"Udria","55.611","23.395","60"
"Udria","55.763","22.968","61"
"Udria","55.93","22.556","62"
"Udria","56.109","22.159","63"
"Udria","56.3","21.78","64"
"Udria","56.504","21.419","65"
"Udria","56.719","21.079","66"
"Udria","56.944","20.759","67"
"Udria","57.179","20.463","68"
"Udria","57.424","20.192","69"
"Udria","57.676","19.946","70"
"Udria","57.936","19.726","71"
"Udria","58.203","19.536","72"
"Udria","58.475","19.375","73"
"Udria","58.752","19.245","74"
"Udria","59.033","19.147","75"
"Udria","59.316","19.083","76"
"Udria","59.6","19.053","77"
"Udria","59.885","19.058","78"
"Udria","60.17","19.1","79"
"Udria","60.452","19.178","80"
"Udria","60.731","19.295","81"
"Udria","61.006","19.449","82"
"Udria","61.275","19.643","83"
"Udria","61.538","19.875","84"
"Udria","61.793","20.145","85"
"Udria","62.038","20.453","86"
"Udria","62.273","20.8","87"
"Udria","62.496","21.182","88"
"Udria","62.706","21.601","89"
"Udria","62.902","22.053","90"
"Udria","63.083","22.537","91"
"Udria","63.248","23.052","92"
"Udria","63.397","23.595","93"
"Udria","63.527","24.162","94"
"Udria","63.638","24.752","95"
"Udria","63.731","25.36","96"
"Udria","63.803","25.984","97"
"Udria","63.855","26.619","98"
"Udria","63.886","27.263","99"
"Udria","63.897","27.91","100"
"Vilnius","59.187","25.3","1"
"Vilnius","59.176","25.856","2"
"Vilnius","59.146","26.409","3"
"Vilnius","59.095","26.955","4"
"Vilnius","59.025","27.493","5"
"Vilnius","58.934","28.017","6"
"Vilnius","58.825","28.527","7"
"Vilnius","58.698","29.019","8"
"Vilnius","58.553","29.49","9"
"Vilnius","58.391","29.939","10"
"Vilnius","58.213","30.363","11"
"Vilnius","58.021","30.76","12"
"Vilnius","57.814","31.129","13"
"Vilnius","57.594","31.469","14"
"Vilnius","57.362","31.778","15"
"Vilnius","57.12","32.056","16"
"Vilnius","56.868","32.301","17"
"Vilnius","56.608","32.513","18"
"Vilnius","56.341","32.693","19"
"Vilnius","56.068","32.839","20"
"Vilnius","55.79","32.952","21"
"Vilnius","55.508","33.032","22"
"Vilnius","55.225","33.08","23"
"Vilnius","54.94","33.096","24"
"Vilnius","54.655","33.08","25"
"Vilnius","54.371","33.034","26"
"Vilnius","54.089","32.957","27"
"Vilnius","53.811","32.852","28"
"Vilnius","53.537","32.719","29"
"Vilnius","53.269","32.559","30"
"Vilnius","53.006","32.373","31"
"Vilnius","52.751","32.162","32"
"Vilnius","52.505","31.927","33"
"Vilnius","52.267","31.67","34"
"Vilnius","52.038","31.391","35"
"Vilnius","51.821","31.093","36"
"Vilnius","51.614","30.775","37"
"Vilnius","51.42","30.441","38"
"Vilnius","51.238","30.089","39"
"Vilnius","51.069","29.723","40"
"Vilnius","50.914","29.343","41"
"Vilnius","50.773","28.951","42"
"Vilnius","50.646","28.548","43"
"Vilnius","50.535","28.135","44"
"Vilnius","50.439","27.713","45"
"Vilnius","50.358","27.284","46"
"Vilnius","50.293","26.849","47"
"Vilnius","50.244","26.41","48"
"Vilnius","50.212","25.967","49"
"Vilnius","50.195","25.523","50"
"Vilnius","50.195","25.077","51"
"Vilnius","50.212","24.633","52"
"Vilnius","50.244","24.19","53"
"Vilnius","50.293","23.751","54"
"Vilnius","50.358","23.316","55"
"Vilnius","50.439","22.887","56"
"Vilnius","50.535","22.465","57"
"Vilnius","50.646","22.052","58"
"Vilnius","50.773","21.649","59"
"Vilnius","50.914","21.257","60"
"Vilnius","51.069","20.877","61"
"Vilnius","51.238","20.511","62"
"Vilnius","51.42","20.159","63"
"Vilnius","51.614","19.825","64"
"Vilnius","51.821","19.507","65"
"Vilnius","52.038","19.209","66"
"Vilnius","52.267","18.93","67"
"Vilnius","52.505","18.673","68"
"Vilnius","52.751","18.438","69"
"Vilnius","53.006","18.227","70"
"Vilnius","53.269","18.041","71"
"Vilnius","53.537","17.881","72"
"Vilnius","53.811","17.748","73"
"Vilnius","54.089","17.643","74"
"Vilnius","54.371","17.566","75"
"Vilnius","54.655","17.52","76"
"Vilnius","54.94","17.504","77"
"Vilnius","55.225","17.52","78"
"Vilnius","55.508","17.568","79"
"Vilnius","55.79","17.648","80"
"Vilnius","56.068","17.761","81"
"Vilnius","56.341","17.907","82"
"Vilnius","56.608","18.087","83"
"Vilnius","56.868","18.299","84"
"Vilnius","57.12","18.544","85"
"Vilnius","57.362","18.822","86"
"Vilnius","57.594","19.131","87"
"Vilnius","57.814","19.471","88"
"Vilnius","58.021","19.84","89"
"Vilnius","58.213","20.237","90"
"Vilnius","58.391","20.661","91"
"Vilnius","58.553","21.11","92"
"Vilnius","58.698","21.581","93"
"Vilnius","58.825","22.073","94"
"Vilnius","58.934","22.583","95"
"Vilnius","59.025","23.107","96"
"Vilnius","59.095","23.645","97"
"Vilnius","59.146","24.191","98"
"Vilnius","59.176","24.744","99"
"Vilnius","59.187","25.3","100"
"Kiev","54.957","30.56","1"
"Kiev","54.947","31.056","2"
"Kiev","54.917","31.549","3"
"Kiev","54.867","32.037","4"
"Kiev","54.797","32.517","5"
"Kiev","54.709","32.987","6"
"Kiev","54.601","33.443","7"
"Kiev","54.476","33.885","8"
"Kiev","54.333","34.308","9"
"Kiev","54.174","34.713","10"
"Kiev","53.998","35.096","11"
"Kiev","53.808","35.456","12"
"Kiev","53.603","35.791","13"
"Kiev","53.386","36.101","14"
"Kiev","53.157","36.384","15"
"Kiev","52.917","36.64","16"
"Kiev","52.667","36.867","17"
"Kiev","52.408","37.065","18"
"Kiev","52.143","37.233","19"
"Kiev","51.871","37.372","20"
"Kiev","51.594","37.482","21"
"Kiev","51.313","37.561","22"
"Kiev","51.03","37.612","23"
"Kiev","50.745","37.633","24"
"Kiev","50.46","37.626","25"
"Kiev","50.176","37.591","26"
"Kiev","49.894","37.528","27"
"Kiev","49.615","37.439","28"
"Kiev","49.34","37.324","29"
"Kiev","49.07","37.183","30"
"Kiev","48.806","37.019","31"
"Kiev","48.549","36.831","32"
"Kiev","48.3","36.622","33"
"Kiev","48.061","36.391","34"
"Kiev","47.83","36.14","35"
"Kiev","47.611","35.87","36"
"Kiev","47.402","35.582","37"
"Kiev","47.206","35.278","38"
"Kiev","47.022","34.958","39"
"Kiev","46.851","34.624","40"
"Kiev","46.694","34.276","41"
"Kiev","46.551","33.917","42"
"Kiev","46.423","33.547","43"
"Kiev","46.31","33.168","44"
"Kiev","46.212","32.781","45"
"Kiev","46.13","32.386","46"
"Kiev","46.065","31.986","47"
"Kiev","46.015","31.582","48"
"Kiev","45.982","31.174","49"
"Kiev","45.965","30.765","50"
"Kiev","45.965","30.355","51"
"Kiev","45.982","29.946","52"
"Kiev","46.015","29.538","53"
"Kiev","46.065","29.134","54"
"Kiev","46.13","28.734","55"
"Kiev","46.212","28.339","56"
"Kiev","46.31","27.952","57"
"Kiev","46.423","27.573","58"
"Kiev","46.551","27.203","59"
"Kiev","46.694","26.844","60"
"Kiev","46.851","26.496","61"
"Kiev","47.022","26.162","62"
"Kiev","47.206","25.842","63"
"Kiev","47.402","25.538","64"
"Kiev","47.611","25.25","65"
"Kiev","47.83","24.98","66"
"Kiev","48.061","24.729","67"
"Kiev","48.3","24.498","68"
"Kiev","48.549","24.289","69"
"Kiev","48.806","24.101","70"
"Kiev","49.07","23.937","71"
"Kiev","49.34","23.796","72"
"Kiev","49.615","23.681","73"
"Kiev","49.894","23.592","74"
"Kiev","50.176","23.529","75"
"Kiev","50.46","23.494","76"
"Kiev","50.745","23.487","77"
"Kiev","51.03","23.508","78"
"Kiev","51.313","23.559","79"
"Kiev","51.594","23.638","80"
"Kiev","51.871","23.748","81"
"Kiev","52.143","23.887","82"
"Kiev","52.408","24.055","83"
"Kiev","52.667","24.253","84"
"Kiev","52.917","24.48","85"
"Kiev","53.157","24.736","86"
"Kiev","53.386","25.019","87"
"Kiev","53.603","25.329","88"
"Kiev","53.808","25.664","89"
"Kiev","53.998","26.024","90"
"Kiev","54.174","26.407","91"
"Kiev","54.333","26.812","92"
"Kiev","54.476","27.235","93"
"Kiev","54.601","27.677","94"
"Kiev","54.709","28.133","95"
"Kiev","54.797","28.603","96"
"Kiev","54.867","29.083","97"
"Kiev","54.917","29.571","98"
"Kiev","54.947","30.064","99"
"Kiev","54.957","30.56","100"
"Riga","61.447","24.12","1"
"Riga","61.436","24.716","2"
"Riga","61.405","25.308","3"
"Riga","61.354","25.894","4"
"Riga","61.283","26.469","5"
"Riga","61.192","27.03","6"
"Riga","61.082","27.575","7"
"Riga","60.953","28.1","8"
"Riga","60.807","28.602","9"
"Riga","60.643","29.08","10"
"Riga","60.464","29.531","11"
"Riga","60.27","29.952","12"
"Riga","60.061","30.343","13"
"Riga","59.84","30.702","14"
"Riga","59.607","31.028","15"
"Riga","59.363","31.319","16"
"Riga","59.11","31.576","17"
"Riga","58.849","31.797","18"
"Riga","58.581","31.983","19"
"Riga","58.307","32.133","20"
"Riga","58.028","32.248","21"
"Riga","57.747","32.328","22"
"Riga","57.463","32.373","23"
"Riga","57.178","32.385","24"
"Riga","56.893","32.363","25"
"Riga","56.609","32.309","26"
"Riga","56.328","32.223","27"
"Riga","56.05","32.107","28"
"Riga","55.777","31.962","29"
"Riga","55.51","31.789","30"
"Riga","55.248","31.588","31"
"Riga","54.994","31.362","32"
"Riga","54.749","31.111","33"
"Riga","54.512","30.836","34"
"Riga","54.285","30.54","35"
"Riga","54.069","30.223","36"
"Riga","53.864","29.886","37"
"Riga","53.67","29.532","38"
"Riga","53.49","29.161","39"
"Riga","53.322","28.774","40"
"Riga","53.168","28.373","41"
"Riga","53.028","27.959","42"
"Riga","52.903","27.535","43"
"Riga","52.792","27.1","44"
"Riga","52.696","26.656","45"
"Riga","52.617","26.205","46"
"Riga","52.552","25.748","47"
"Riga","52.504","25.286","48"
"Riga","52.472","24.821","49"
"Riga","52.455","24.354","50"
"Riga","52.455","23.886","51"
"Riga","52.472","23.419","52"
"Riga","52.504","22.954","53"
"Riga","52.552","22.492","54"
"Riga","52.617","22.035","55"
"Riga","52.696","21.584","56"
"Riga","52.792","21.14","57"
"Riga","52.903","20.705","58"
"Riga","53.028","20.281","59"
"Riga","53.168","19.867","60"
"Riga","53.322","19.466","61"
"Riga","53.49","19.079","62"
"Riga","53.67","18.708","63"
"Riga","53.864","18.354","64"
"Riga","54.069","18.017","65"
"Riga","54.285","17.7","66"
"Riga","54.512","17.404","67"
"Riga","54.749","17.129","68"
"Riga","54.994","16.878","69"
"Riga","55.248","16.652","70"
"Riga","55.51","16.451","71"
"Riga","55.777","16.278","72"
"Riga","56.05","16.133","73"
"Riga","56.328","16.017","74"
"Riga","56.609","15.931","75"
"Riga","56.893","15.877","76"
"Riga","57.178","15.855","77"
"Riga","57.463","15.867","78"
"Riga","57.747","15.912","79"
"Riga","58.028","15.992","80"
"Riga","58.307","16.107","81"
"Riga","58.581","16.257","82"
"Riga","58.849","16.443","83"
"Riga","59.11","16.664","84"
"Riga","59.363","16.921","85"
"Riga","59.607","17.212","86"
"Riga","59.84","17.538","87"
"Riga","60.061","17.897","88"
"Riga","60.27","18.288","89"
"Riga","60.464","18.709","90"
"Riga","60.643","19.16","91"
"Riga","60.807","19.638","92"
"Riga","60.953","20.14","93"
"Riga","61.082","20.665","94"
"Riga","61.192","21.21","95"
"Riga","61.283","21.771","96"
"Riga","61.354","22.346","97"
"Riga","61.405","22.932","98"
"Riga","61.436","23.524","99"
"Riga","61.447","24.12","100"
"Cesis","61.807","25.21","1"
"Cesis","61.796","25.813","2"
"Cesis","61.765","26.412","3"
"Cesis","61.714","27.004","4"
"Cesis","61.642","27.586","5"
"Cesis","61.551","28.154","6"
"Cesis","61.441","28.704","7"
"Cesis","61.312","29.235","8"
"Cesis","61.165","29.743","9"
"Cesis","61.002","30.226","10"
"Cesis","60.822","30.681","11"
"Cesis","60.628","31.107","12"
"Cesis","60.419","31.502","13"
"Cesis","60.198","31.864","14"
"Cesis","59.964","32.193","15"
"Cesis","59.721","32.486","16"
"Cesis","59.467","32.745","17"
"Cesis","59.206","32.968","18"
"Cesis","58.937","33.155","19"
"Cesis","58.663","33.305","20"
"Cesis","58.385","33.421","21"
"Cesis","58.103","33.5","22"
"Cesis","57.819","33.545","23"
"Cesis","57.534","33.556","24"
"Cesis","57.249","33.533","25"
"Cesis","56.966","33.478","26"
"Cesis","56.685","33.39","27"
"Cesis","56.407","33.273","28"
"Cesis","56.134","33.125","29"
"Cesis","55.866","32.949","30"
"Cesis","55.605","32.746","31"
"Cesis","55.352","32.517","32"
"Cesis","55.106","32.263","33"
"Cesis","54.869","31.986","34"
"Cesis","54.643","31.687","35"
"Cesis","54.427","31.366","36"
"Cesis","54.222","31.027","37"
"Cesis","54.029","30.669","38"
"Cesis","53.848","30.294","39"
"Cesis","53.681","29.903","40"
"Cesis","53.527","29.499","41"
"Cesis","53.387","29.082","42"
"Cesis","53.262","28.653","43"
"Cesis","53.151","28.214","44"
"Cesis","53.056","27.767","45"
"Cesis","52.976","27.312","46"
"Cesis","52.912","26.851","47"
"Cesis","52.864","26.386","48"
"Cesis","52.832","25.917","49"
"Cesis","52.815","25.446","50"
"Cesis","52.815","24.974","51"
"Cesis","52.832","24.503","52"
"Cesis","52.864","24.034","53"
"Cesis","52.912","23.569","54"
"Cesis","52.976","23.108","55"
"Cesis","53.056","22.653","56"
"Cesis","53.151","22.206","57"
"Cesis","53.262","21.767","58"
"Cesis","53.387","21.338","59"
"Cesis","53.527","20.921","60"
"Cesis","53.681","20.517","61"
"Cesis","53.848","20.126","62"
"Cesis","54.029","19.751","63"
"Cesis","54.222","19.393","64"
"Cesis","54.427","19.054","65"
"Cesis","54.643","18.733","66"
"Cesis","54.869","18.434","67"
"Cesis","55.106","18.157","68"
"Cesis","55.352","17.903","69"
"Cesis","55.605","17.674","70"
"Cesis","55.866","17.471","71"
"Cesis","56.134","17.295","72"
"Cesis","56.407","17.147","73"
"Cesis","56.685","17.03","74"
"Cesis","56.966","16.942","75"
"Cesis","57.249","16.887","76"
"Cesis","57.534","16.864","77"
"Cesis","57.819","16.875","78"
"Cesis","58.103","16.92","79"
"Cesis","58.385","16.999","80"
"Cesis","58.663","17.115","81"
"Cesis","58.937","17.265","82"
"Cesis","59.206","17.452","83"
"Cesis","59.467","17.675","84"
"Cesis","59.721","17.934","85"
"Cesis","59.964","18.227","86"
"Cesis","60.198","18.556","87"
"Cesis","60.419","18.918","88"
"Cesis","60.628","19.313","89"
"Cesis","60.822","19.739","90"
"Cesis","61.002","20.194","91"
"Cesis","61.165","20.677","92"
"Cesis","61.312","21.185","93"
"Cesis","61.441","21.716","94"
"Cesis","61.551","22.266","95"
"Cesis","61.642","22.834","96"
"Cesis","61.714","23.416","97"
"Cesis","61.765","24.008","98"
"Cesis","61.796","24.607","99"
"Cesis","61.807","25.21","100"
"Daugavpils","60.387","26.54","1"
"Daugavpils","60.376","27.116","2"
"Daugavpils","60.346","27.689","3"
"Daugavpils","60.295","28.256","4"
"Daugavpils","60.224","28.812","5"
"Daugavpils","60.133","29.356","6"
"Daugavpils","60.023","29.883","7"
"Daugavpils","59.895","30.392","8"
"Daugavpils","59.75","30.879","9"
"Daugavpils","59.587","31.343","10"
"Daugavpils","59.409","31.781","11"
"Daugavpils","59.215","32.191","12"
"Daugavpils","59.007","32.571","13"
"Daugavpils","58.787","32.921","14"
"Daugavpils","58.554","33.238","15"
"Daugavpils","58.311","33.523","16"
"Daugavpils","58.059","33.774","17"
"Daugavpils","57.798","33.991","18"
"Daugavpils","57.531","34.174","19"
"Daugavpils","57.257","34.322","20"
"Daugavpils","56.979","34.436","21"
"Daugavpils","56.697","34.516","22"
"Daugavpils","56.413","34.563","23"
"Daugavpils","56.128","34.576","24"
"Daugavpils","55.843","34.558","25"
"Daugavpils","55.56","34.507","26"
"Daugavpils","55.278","34.426","27"
"Daugavpils","55","34.316","28"
"Daugavpils","54.727","34.176","29"
"Daugavpils","54.459","34.009","30"
"Daugavpils","54.197","33.816","31"
"Daugavpils","53.943","33.597","32"
"Daugavpils","53.696","33.354","33"
"Daugavpils","53.459","33.088","34"
"Daugavpils","53.232","32.8","35"
"Daugavpils","53.015","32.492","36"
"Daugavpils","52.809","32.165","37"
"Daugavpils","52.615","31.82","38"
"Daugavpils","52.434","31.459","39"
"Daugavpils","52.265","31.082","40"
"Daugavpils","52.111","30.691","41"
"Daugavpils","51.97","30.288","42"
"Daugavpils","51.844","29.874","43"
"Daugavpils","51.733","29.449","44"
"Daugavpils","51.638","29.016","45"
"Daugavpils","51.557","28.576","46"
"Daugavpils","51.493","28.13","47"
"Daugavpils","51.444","27.679","48"
"Daugavpils","51.412","27.225","49"
"Daugavpils","51.395","26.768","50"
"Daugavpils","51.395","26.312","51"
"Daugavpils","51.412","25.855","52"
"Daugavpils","51.444","25.401","53"
"Daugavpils","51.493","24.95","54"
"Daugavpils","51.557","24.504","55"
"Daugavpils","51.638","24.064","56"
"Daugavpils","51.733","23.631","57"
"Daugavpils","51.844","23.206","58"
"Daugavpils","51.97","22.792","59"
"Daugavpils","52.111","22.389","60"
"Daugavpils","52.265","21.998","61"
"Daugavpils","52.434","21.621","62"
"Daugavpils","52.615","21.26","63"
"Daugavpils","52.809","20.915","64"
"Daugavpils","53.015","20.588","65"
"Daugavpils","53.232","20.28","66"
"Daugavpils","53.459","19.992","67"
"Daugavpils","53.696","19.726","68"
"Daugavpils","53.943","19.483","69"
"Daugavpils","54.197","19.264","70"
"Daugavpils","54.459","19.071","71"
"Daugavpils","54.727","18.904","72"
"Daugavpils","55","18.764","73"
"Daugavpils","55.278","18.654","74"
"Daugavpils","55.56","18.573","75"
"Daugavpils","55.843","18.522","76"
"Daugavpils","56.128","18.504","77"
"Daugavpils","56.413","18.517","78"
"Daugavpils","56.697","18.564","79"
"Daugavpils","56.979","18.644","80"
"Daugavpils","57.257","18.758","81"
"Daugavpils","57.531","18.906","82"
"Daugavpils","57.798","19.089","83"
"Daugavpils","58.059","19.306","84"
"Daugavpils","58.311","19.557","85"
"Daugavpils","58.554","19.842","86"
"Daugavpils","58.787","20.159","87"
"Daugavpils","59.007","20.509","88"
"Daugavpils","59.215","20.889","89"
"Daugavpils","59.409","21.299","90"
"Daugavpils","59.587","21.737","91"
"Daugavpils","59.75","22.201","92"
"Daugavpils","59.895","22.688","93"
"Daugavpils","60.023","23.197","94"
"Daugavpils","60.133","23.724","95"
"Daugavpils","60.224","24.268","96"
"Daugavpils","60.295","24.824","97"
"Daugavpils","60.346","25.391","98"
"Daugavpils","60.376","25.964","99"
"Daugavpils","60.387","26.54","100"
"Tisza River","49.627","20.27","1"
"Tisza River","49.617","20.71","2"
"Tisza River","49.587","21.147","3"
"Tisza River","49.538","21.58","4"
"Tisza River","49.47","22.006","5"
"Tisza River","49.383","22.424","6"
"Tisza River","49.277","22.83","7"
"Tisza River","49.154","23.223","8"
"Tisza River","49.013","23.602","9"
"Tisza River","48.856","23.964","10"
"Tisza River","48.683","24.307","11"
"Tisza River","48.495","24.631","12"
"Tisza River","48.293","24.934","13"
"Tisza River","48.078","25.215","14"
"Tisza River","47.851","25.473","15"
